Index,Lat_Start,Lon_Start,Number
9472,52.89889,-1.63998,3
9473,52.89869,-1.63971,4
9474,52.89794,-1.63825,5
9475,52.89737,-1.6369,1
9476,52.89692,-1.63554,2
9477,52.89651,-1.63471,3
9478,52.89645,-1.63427,4
9479,52.8963,-1.63371,5
9480,52.89518,-1.62507,1
9481,52.8946,-1.62345,2
9482,52.89433,-1.62304,3
9483,52.89405,-1.62281,4
9484,52.89305,-1.62223,5
9485,52.89279,-1.62199,1
9486,52.89171,-1.62025,2
9487,52.88942,-1.61717,3
9488,52.88913,-1.61619,4
9489,52.88788,-1.61329,5
9490,52.88657,-1.60934,1
9491,52.88666,-1.60924,2
9492,52.88654,-1.60828,3
9493,52.88655,-1.60802,4
9494,52.88668,-1.60774,5
9495,52.88684,-1.60752,1
9496,52.88754,-1.60587,2
9497,52.88759,-1.60591,3
9498,52.88763,-1.60585,4
9499,52.88786,-1.60521,5
9500,52.88793,-1.60512,1
9501,52.88871,-1.60454,2
9502,52.8911,-1.60194,3
9503,52.89264,-1.59991,4
9504,52.89449,-1.59664,5
9505,52.90841,-1.5668,1
9506,52.90918,-1.56545,2
9507,52.91136,-1.56278,3
9508,52.91216,-1.56166,4
9509,52.91343,-1.5594,5
9510,52.91401,-1.55814,1
9511,52.91758,-1.54897,2
9512,52.91844,-1.54612,3
9513,52.9195,-1.5434,4
9514,52.91962,-1.54237,5
9515,52.91805,-1.5426,1
9516,52.91804,-1.54182,2
9517,52.91851,-1.54001,3
9518,52.91852,-1.5375,4
9519,52.91849,-1.53732,5
9520,52.91801,-1.53624,1
9521,52.9179,-1.53615,2
9522,52.91778,-1.5361,3
9524,52.91756,-1.53551,4
9525,52.91762,-1.53535,5
9526,52.9177,-1.53527,1
9527,52.91807,-1.53456,2
9528,52.91822,-1.53444,3
9529,52.91833,-1.53419,4
9530,52.91894,-1.53399,5
9531,52.91903,-1.53388,1
9532,52.91908,-1.53373,2
9533,52.91916,-1.53315,3
9534,52.91934,-1.53311,4
9535,52.91941,-1.53301,5
9536,52.91946,-1.53239,1
9537,52.91951,-1.53223,2
9538,52.91966,-1.53203,3
9539,52.9201,-1.53178,4
9540,52.92028,-1.53181,5
9541,52.92042,-1.5318,1
9542,52.92047,-1.53176,2
9543,52.92053,-1.53163,3
9544,52.92047,-1.53016,4
9545,52.92052,-1.53013,5
9546,52.92006,-1.52452,1
9547,52.91997,-1.52422,2
9548,52.91993,-1.52325,3
9549,52.91947,-1.51989,4
9550,52.91948,-1.51976,5
9551,52.91953,-1.51966,1
9552,52.91961,-1.51961,2
9553,52.91999,-1.51958,3
9554,52.92012,-1.51951,4
9555,52.92011,-1.51926,5
9556,52.92025,-1.51811,1
9557,52.92051,-1.51737,2
9558,52.92088,-1.51526,3
9559,52.92091,-1.51522,4
9560,52.92101,-1.51516,5
9561,52.92126,-1.51476,1
9562,52.92262,-1.51361,2
9563,52.92301,-1.51344,3
9564,52.92327,-1.51319,4
9565,52.92336,-1.51295,5
9566,52.92343,-1.51286,1
9567,52.92359,-1.51273,2
9568,52.92403,-1.51255,3
9569,52.92371,-1.51086,4
9570,52.92384,-1.51082,5
9571,52.9243,-1.51093,1
9572,52.92435,-1.51092,2
9573,52.92517,-1.5103,3
9574,52.92528,-1.51013,4
9575,52.92531,-1.50998,5
9576,52.92529,-1.50978,1
9577,52.92549,-1.50992,2
9578,52.92561,-1.50971,3
9579,52.92569,-1.50966,4
9580,52.92614,-1.50911,5
9581,52.92635,-1.50872,1
9582,52.92636,-1.5086,2
9583,52.92629,-1.50859,3
9584,52.92617,-1.50852,4
9585,52.92614,-1.50848,5
9586,52.92609,-1.50829,1
9587,52.92636,-1.50478,2
9588,52.92629,-1.50401,3
9589,52.92612,-1.50311,4
9590,52.92489,-1.49874,5
9591,52.92429,-1.49887,1
9592,52.9242,-1.49714,2
9593,52.92441,-1.49719,3
9594,52.92446,-1.4966,4
9595,52.92444,-1.4959,5
9596,52.92362,-1.49278,1
9597,52.92415,-1.49215,2
9598,52.92405,-1.4918,3
9599,52.92374,-1.49108,4
9600,52.92501,-1.48948,5
9601,52.92461,-1.48755,1
9602,52.92365,-1.48427,2
9603,52.92326,-1.48216,3
9604,52.92296,-1.4812,4
9606,52.92291,-1.4811,5
9607,52.92243,-1.47991,1
9608,52.92216,-1.4789,2
9609,52.92217,-1.47865,3
9610,52.92197,-1.47859,4
9611,52.92188,-1.47851,5
9612,52.92172,-1.47823,1
9613,52.92162,-1.47786,2
9614,52.9216,-1.4771,3
9615,52.92182,-1.47542,4
9616,52.92193,-1.47526,5
9617,52.92251,-1.47484,1
9618,52.92255,-1.47483,2
9619,52.92258,-1.47485,3
9621,52.92264,-1.47484,4
9623,52.92268,-1.47481,5
9624,52.92269,-1.47481,1
9625,52.92273,-1.47474,2
9626,52.92274,-1.47468,3
9627,52.92275,-1.47467,4
9628,52.92274,-1.47452,5
9629,52.92267,-1.4744,1
9631,52.92264,-1.47438,2
9633,52.92257,-1.47439,3
9634,52.92253,-1.47441,4
9635,52.92242,-1.47436,5
9636,52.92206,-1.47386,1
9637,52.92186,-1.47333,2
9639,52.92261,-1.47198,3
9640,52.92274,-1.47163,4
9641,52.9228,-1.47089,5
9642,52.92325,-1.4701,1
9643,52.92328,-1.46995,2
9644,52.92326,-1.46951,3
9645,52.92313,-1.46927,4
9646,52.92298,-1.4685,5
9647,52.9228,-1.46811,1
9648,52.92225,-1.46721,2
9649,52.92096,-1.46596,3
9650,52.92055,-1.46569,4
9651,52.92049,-1.46567,5
9652,52.91995,-1.46564,1
9653,52.91992,-1.46561,2
9654,52.91939,-1.46414,3
9655,52.91837,-1.45998,4
9656,52.91835,-1.45914,5
9657,52.91827,-1.45874,1
9658,52.91825,-1.45748,2
9659,52.9179,-1.4562,3
9660,52.9172,-1.45257,4
9661,52.91718,-1.45197,5
9662,52.9173,-1.45077,1
9664,52.91743,-1.4497,2
9665,52.91783,-1.44705,3
9666,52.9176,-1.44446,4
9667,52.91761,-1.44418,5
9668,52.91754,-1.44371,1
9669,52.91748,-1.44355,2
9670,52.91736,-1.44338,3
9671,52.91729,-1.44336,4
9672,52.91698,-1.44344,5
9673,52.91549,-1.4431,1
9674,52.91516,-1.44297,2
9675,52.91467,-1.44257,3
9676,52.91365,-1.44147,4
9677,52.91344,-1.4413,5
9678,52.91324,-1.44122,1
9679,52.91285,-1.44125,2
9680,52.91255,-1.44116,3
9681,52.91186,-1.44128,4
9682,52.91129,-1.44118,5
9683,52.91079,-1.44098,1
9684,52.91057,-1.44099,2
9685,52.91048,-1.44094,3
9686,52.90999,-1.44032,4
9687,52.90991,-1.44028,5
9688,52.90988,-1.44028,1
9689,52.90976,-1.44034,2
9690,52.90934,-1.44067,3
9691,52.90929,-1.44078,4
9692,52.90921,-1.44117,5
9693,52.90807,-1.44183,1
9694,52.90783,-1.44191,2
9695,52.90776,-1.44191,3
9696,52.90759,-1.44181,4
9698,52.90754,-1.4418,5
9700,52.90545,-1.44345,1
9701,52.90563,-1.44429,2
9702,52.90559,-1.44481,3
9703,52.90533,-1.44579,4
9704,52.90515,-1.44585,5
9705,52.90496,-1.44582,1
9706,52.90473,-1.44566,2
9707,52.90441,-1.44552,3
9708,52.90423,-1.44554,4
9709,52.90171,-1.447,5
9710,52.90118,-1.44721,1
9711,52.90066,-1.44721,2
9712,52.89963,-1.44672,3
9713,52.8991,-1.44668,4
9714,52.89878,-1.44657,5
9715,52.89443,-1.44583,1
9716,52.89412,-1.44593,2
9717,52.89382,-1.44589,3
9718,52.89357,-1.4457,4
9719,52.89318,-1.44566,5
9720,52.89244,-1.44586,1
9721,52.89238,-1.44586,2
9722,52.89219,-1.44573,3
9723,52.89208,-1.44571,4
9725,52.89204,-1.44553,5
9726,52.89203,-1.44552,1
9727,52.89186,-1.4455,2
9728,52.89149,-1.44582,3
9729,52.89144,-1.44582,4
9730,52.89128,-1.44575,5
9731,52.89107,-1.44573,1
9732,52.89085,-1.44562,2
9733,52.89082,-1.44562,3
9734,52.89081,-1.44561,4
9736,52.89009,-1.44541,5
9737,52.88957,-1.44537,1
9738,52.8889,-1.44541,2
9739,52.88773,-1.44565,3
9740,52.88653,-1.44566,4
9741,52.88509,-1.44506,5
9742,52.88479,-1.44488,1
9743,52.88308,-1.44288,2
9744,52.88214,-1.44206,3
9745,52.8814,-1.4416,4
9747,52.88092,-1.44136,5
9748,52.88023,-1.44114,1
9749,52.88002,-1.44112,2
9750,52.87987,-1.44114,3
9751,52.87959,-1.44127,4
9752,52.87925,-1.44155,5
9753,52.87901,-1.44183,1
9754,52.87835,-1.44296,2
9755,52.87827,-1.4432,3
9756,52.87816,-1.44335,4
9757,52.87712,-1.44543,5
9758,52.87586,-1.45016,1
9759,52.87564,-1.45072,2
9760,52.87506,-1.45175,3
9761,52.87487,-1.45199,4
9762,52.87355,-1.45282,5
9763,52.87339,-1.45288,1
9764,52.87234,-1.45294,2
9765,52.87195,-1.45285,3
9766,52.87063,-1.45223,4
9767,52.86753,-1.45054,5
9768,52.86729,-1.45029,1
9769,52.86721,-1.45026,2
9771,52.86707,-1.45046,3
9772,52.86704,-1.45052,4
9773,52.86701,-1.45052,5
9774,52.86696,-1.45049,1
9775,52.86675,-1.45015,2
9776,52.86666,-1.45007,3
9777,52.86297,-1.44813,4
9778,52.86234,-1.44756,5
9779,52.86225,-1.44751,1
9780,52.8622,-1.44751,2
9781,52.86151,-1.44776,3
9782,52.86094,-1.44813,4
9783,52.86055,-1.44827,5
9784,52.86021,-1.44847,1
9785,52.86001,-1.44865,2
9786,52.8597,-1.44911,3
9787,52.85943,-1.44976,4
9788,52.85935,-1.44982,5
9789,52.8593,-1.44982,1
9790,52.85897,-1.44965,2
9791,52.85891,-1.44956,3
9792,52.85864,-1.44951,4
9793,52.85854,-1.44887,5
9794,52.85826,-1.44785,1
9795,52.85825,-1.44785,2
9796,52.85811,-1.44747,3
9797,52.85721,-1.44576,4
9798,52.85695,-1.44507,5
9799,52.85661,-1.44364,1
9800,52.85576,-1.44196,2
9801,52.85546,-1.44091,3
9802,52.8551,-1.4385,4
9803,52.8549,-1.43778,5
9804,52.85452,-1.43694,1
9805,52.85415,-1.43644,2
9806,52.85358,-1.43588,3
9807,52.85334,-1.43574,4
9808,52.85266,-1.43557,5
9809,52.85249,-1.43542,1
9810,52.85225,-1.4353,2
9811,52.85205,-1.43507,3
9812,52.85164,-1.43436,4
9813,52.85125,-1.43338,5
9814,52.85113,-1.43287,1
9815,52.85105,-1.43189,2
9816,52.85114,-1.43006,3
9817,52.85098,-1.42931,4
9818,52.85083,-1.42893,5
9819,52.85028,-1.42807,1
9820,52.85027,-1.42807,2
9821,52.84999,-1.42776,3
9822,52.84909,-1.42711,4
9823,52.84707,-1.42489,5
9824,52.84626,-1.42363,1
9825,52.84607,-1.42361,2
9826,52.8459,-1.42355,3
9827,52.84583,-1.42349,4
9828,52.84497,-1.4235,5
9829,52.84209,-1.4243,1
9830,52.84077,-1.42437,2
9831,52.8397,-1.42424,3
9832,52.83859,-1.42391,4
9833,52.838,-1.42365,5
9834,52.83698,-1.42304,1
9835,52.83601,-1.4223,2
9836,52.835,-1.42129,3
9838,52.83348,-1.41943,4
9839,52.82943,-1.41458,5
9840,52.82827,-1.41291,1
9841,52.82213,-1.40193,2
9842,52.82123,-1.40059,3
9843,52.82152,-1.40024,4
9844,52.82164,-1.39997,5
9845,52.82172,-1.39956,1
9846,52.82254,-1.39864,2
9847,52.8232,-1.39807,3
9848,52.82453,-1.39718,4
9849,52.82494,-1.39698,5
9850,52.82562,-1.39607,1
9851,52.82563,-1.39595,2
9852,52.82561,-1.39584,3
9853,52.82562,-1.39568,4
9854,52.82569,-1.39553,5
9855,52.82694,-1.39431,1
9856,52.82708,-1.39455,2
9857,52.82722,-1.39492,3
9858,52.8277,-1.3944,4
9859,52.82813,-1.39407,5
9860,52.82823,-1.39392,1
9861,52.82828,-1.39373,2
9862,52.82785,-1.38851,3
9863,52.82801,-1.3867,4
9864,52.82797,-1.38664,5
9865,52.82727,-1.38644,1
9866,52.82722,-1.3864,2
9867,52.82718,-1.38627,3
9868,52.82798,-1.37735,4
9869,52.82794,-1.37461,5
9870,52.82736,-1.37472,1
9871,52.82724,-1.37471,2
9872,52.82704,-1.37459,3
9873,52.82687,-1.37434,4
9874,52.82677,-1.37393,5
9875,52.82667,-1.37075,1
9876,52.82689,-1.36528,2
9877,52.82686,-1.36505,3
9878,52.8268,-1.3649,4
9879,52.82654,-1.36453,5
9880,52.82642,-1.36424,1
9881,52.82637,-1.36389,2
9882,52.82644,-1.36305,3
9883,52.82511,-1.36278,4
9884,52.82496,-1.36256,5
9885,52.82493,-1.3624,1
9886,52.82509,-1.36108,2
9887,52.82508,-1.35836,3
9888,52.82512,-1.35809,4
9889,52.82515,-1.35807,5
9890,52.82516,-1.35805,1
9891,52.82518,-1.35804,2
9893,52.82525,-1.35767,3
9894,52.82517,-1.35752,4
9895,52.82512,-1.35749,5
9896,52.82502,-1.35721,1
9897,52.82472,-1.35553,2
9898,52.82318,-1.34118,3
9899,52.82193,-1.34106,4
9900,52.82016,-1.34161,5
9901,52.81998,-1.3416,1
9902,52.81987,-1.34151,2
9903,52.81986,-1.34151,3
9904,52.81841,-1.33947,4
9905,52.81792,-1.33889,5
9906,52.81791,-1.33889,1
9907,52.81775,-1.33877,2
9908,52.81746,-1.33878,3
9909,52.81732,-1.33884,4
9910,52.81703,-1.33908,5
9911,52.81655,-1.33961,1
9912,52.81625,-1.33982,2
9913,52.81595,-1.33981,3
9914,52.81583,-1.33976,4
9915,52.81569,-1.33965,5
9916,52.8154,-1.33927,1
9917,52.8153,-1.33896,2
9918,52.815,-1.33613,3
9919,52.81296,-1.32889,4
9920,52.81275,-1.32683,5
9921,52.81264,-1.32641,1
9922,52.81244,-1.32594,2
9923,52.81193,-1.32508,3
9924,52.81125,-1.32323,4
9925,52.81116,-1.32271,5
9926,52.81112,-1.32002,1
9927,52.81134,-1.31811,2
9928,52.81132,-1.31705,3
9929,52.81112,-1.3154,4
9930,52.81096,-1.31468,5
9931,52.80945,-1.31035,1
9932,52.80921,-1.30918,2
9933,52.80917,-1.30851,3
9934,52.80934,-1.30498,4
9935,52.80913,-1.30064,5
9936,52.80778,-1.29324,1
9937,52.80551,-1.28695,2
9938,52.80513,-1.28634,3
9939,52.80483,-1.2857,4
9940,52.80444,-1.28425,5
9941,52.8038,-1.28325,1
9942,52.80317,-1.28176,2
9943,52.80299,-1.28108,3
9944,52.80283,-1.27908,4
9945,52.80237,-1.27603,5
9946,52.80214,-1.27264,1
9947,52.8021,-1.27254,2
9948,52.802,-1.2724,3
9949,52.80131,-1.27172,4
9950,52.80139,-1.2715,5
9951,52.80161,-1.27028,1
9952,52.80165,-1.26881,2
9953,52.80153,-1.26818,3
9954,52.79985,-1.2632,4
9955,52.79981,-1.26238,5
9956,52.79848,-1.26167,1
9957,52.79846,-1.26167,2
9958,52.79379,-1.2592,3
9959,52.79345,-1.25892,4
9960,52.79323,-1.25856,5
9961,52.79292,-1.2574,1
9962,52.79165,-1.25388,2
9963,52.79083,-1.25259,3
9964,52.79012,-1.25164,4
9965,52.79008,-1.25148,5
9966,52.78836,-1.24926,1
9967,52.78804,-1.24897,2
9968,52.78705,-1.24833,3
9969,52.78689,-1.2483,4
9970,52.78676,-1.24821,5
9971,52.78635,-1.24778,1
9972,52.78578,-1.247,2
9973,52.78556,-1.24649,3
9974,52.78536,-1.24558,4
9975,52.78534,-1.24482,5
9976,52.78551,-1.24225,1
9977,52.78546,-1.24175,2
9978,52.78485,-1.2387,3
9979,52.78463,-1.23481,4
9980,52.78432,-1.23274,5
9981,52.78385,-1.231,1
9982,52.7827,-1.22811,2
9983,52.78256,-1.22747,3
9984,52.78254,-1.22696,4
9985,52.78247,-1.22671,5
9986,52.78238,-1.22659,1
9987,52.78231,-1.22655,2
9988,52.78229,-1.22655,3
9989,52.782,-1.22626,4
9990,52.78181,-1.22597,5
9991,52.781,-1.22289,1
9992,52.78075,-1.22237,2
9993,52.77909,-1.21977,3
9994,52.77715,-1.21722,4
9995,52.77679,-1.2165,5
9996,52.77627,-1.21485,1
9997,52.77599,-1.21432,2
9998,52.77532,-1.21258,3
9999,52.77465,-1.21175,4
10000,52.77462,-1.21166,5
10001,52.77446,-1.21142,1
10002,52.77408,-1.21048,2
10003,52.77438,-1.21006,3
10005,52.77441,-1.20981,4
10006,52.77481,-1.20777,5
10007,52.77455,-1.20746,1
10008,52.77442,-1.20717,2
10009,52.77426,-1.20622,3
10010,52.7735,-1.20489,4
10011,52.77335,-1.20427,5
10012,52.77324,-1.20401,1
10013,52.77282,-1.20346,2
10014,52.77188,-1.20247,3
10015,52.77164,-1.20228,4
10016,52.77149,-1.20222,5
10017,52.7712,-1.20218,1
10018,52.77101,-1.20219,2
10019,52.77075,-1.20229,3
10020,52.77059,-1.20239,4
10021,52.76999,-1.20334,5
10022,52.76836,-1.20139,1
10023,52.76433,-1.19768,2
10024,52.7638,-1.19728,3
10025,52.76079,-1.19566,4
10026,52.76017,-1.19521,5
10027,52.76,-1.19503,1
10028,52.75709,-1.19104,2
10029,52.75704,-1.19105,3
10030,52.75702,-1.19104,4
10031,52.75687,-1.19084,5
10032,52.75611,-1.18948,1
10033,52.75483,-1.18751,2
10034,52.75357,-1.18602,3
10035,52.75246,-1.18508,4
10036,52.75206,-1.18484,5
10037,52.75199,-1.18482,1
10038,52.75184,-1.18482,2
10039,52.75182,-1.18485,3
10040,52.7517,-1.18492,4
10041,52.75161,-1.18492,5
10042,52.75155,-1.18489,1
10043,52.75146,-1.18478,2
10045,52.7514,-1.18449,3
10046,52.75134,-1.18445,4
10047,52.7512,-1.18428,5
10048,52.74973,-1.18384,1
10049,52.74904,-1.1835,2
10050,52.7488,-1.18333,3
10051,52.7483,-1.18281,4
10052,52.74784,-1.18208,5
10053,52.74781,-1.18194,1
10054,52.74692,-1.17993,2
10055,52.74673,-1.17926,3
10056,52.74667,-1.17922,4
10057,52.74541,-1.17525,5
10059,52.74542,-1.17523,1
10061,52.74543,-1.17521,2
10063,52.74544,-1.17516,3
10065,52.74543,-1.17513,4
10067,52.74542,-1.17511,5
10069,52.7454,-1.1751,1
10070,52.74536,-1.17511,2
10071,52.74493,-1.17382,3
10072,52.74474,-1.17343,4
10073,52.74363,-1.17172,5
10074,52.74346,-1.17152,1
10075,52.74282,-1.17007,2
10076,52.74275,-1.17,3
10077,52.74276,-1.16991,4
10078,52.74272,-1.16984,5
10079,52.74269,-1.16984,1
10080,52.74225,-1.16601,2
10081,52.74083,-1.16287,3
10083,52.74084,-1.16284,4
10085,52.74085,-1.16274,5
10087,52.74084,-1.16271,1
10089,52.74083,-1.1627,2
10091,52.74082,-1.16269,3
10093,52.74081,-1.16268,4
10094,52.74077,-1.16268,5
10095,52.73834,-1.1566,1
10096,52.73737,-1.15258,2
10097,52.73681,-1.15127,3
10098,52.73685,-1.15115,4
10099,52.73685,-1.15105,5
10100,52.73681,-1.15093,1
10102,52.73678,-1.15089,2
10103,52.73672,-1.15085,3
10104,52.73665,-1.15086,4
10105,52.73661,-1.1509,5
10106,52.73465,-1.14792,1
10107,52.73323,-1.14637,2
10108,52.73117,-1.1422,3
10110,52.73118,-1.1421,4
10112,52.73117,-1.14208,5
10114,52.73116,-1.14207,1
10116,52.73115,-1.14206,2
10118,52.73113,-1.14205,3
10119,52.73112,-1.14205,4
10120,52.73112,-1.14206,5
10121,52.7311,-1.14206,1
10122,52.73062,-1.14069,2
10123,52.72942,-1.13864,3
10124,52.7293,-1.13849,4
10125,52.72798,-1.13768,5
10126,52.72735,-1.13738,1
10127,52.72735,-1.13731,2
10128,52.72732,-1.13728,3
10129,52.72729,-1.13728,4
10130,52.72726,-1.13733,5
10131,52.72704,-1.13716,1
10132,52.72644,-1.13653,2
10133,52.72565,-1.1355,3
10134,52.72362,-1.13354,4
10135,52.72023,-1.12939,5
10136,52.72002,-1.12921,1
10137,52.71958,-1.12895,2
10138,52.71942,-1.1287,3
10139,52.7194,-1.12873,4
10141,52.71939,-1.12874,5
10142,52.7193,-1.12875,1
10143,52.71928,-1.12874,2
10144,52.71928,-1.12873,3
10145,52.71927,-1.12873,4
10146,52.71923,-1.12867,5
10147,52.71917,-1.12874,1
10148,52.71905,-1.12879,2
10149,52.71895,-1.1288,3
10150,52.71893,-1.12879,4
10151,52.71866,-1.1288,5
10152,52.71858,-1.12872,1
10153,52.71846,-1.12865,2
10154,52.71843,-1.12856,3
10155,52.71837,-1.1285,4
10156,52.71835,-1.1285,5
10157,52.71834,-1.12849,1
10158,52.7183,-1.12849,2
10159,52.71826,-1.12851,3
10160,52.7181,-1.12837,4
10161,52.718,-1.12834,5
10162,52.71593,-1.12712,1
10163,52.71525,-1.1269,2
10164,52.71482,-1.12694,3
10165,52.71373,-1.12731,4
10166,52.71134,-1.12755,5
10167,52.7097,-1.12792,1
10168,52.7092,-1.12797,2
10169,52.70872,-1.12794,3
10170,52.70928,-1.12503,4
10171,52.7098,-1.12328,5
10172,52.71032,-1.12206,1
10173,52.71062,-1.12152,2
10174,52.71102,-1.12112,3
10175,52.71098,-1.12108,4
10176,52.71058,-1.12099,5
10177,52.71026,-1.12082,1
10178,52.70979,-1.12042,2
10179,52.70911,-1.11953,3
10180,52.70882,-1.11825,4
10181,52.70862,-1.11547,5
10182,52.70827,-1.11421,1
10183,52.7082,-1.11411,2
10184,52.70795,-1.11388,3
10185,52.70754,-1.11374,4
10186,52.70742,-1.11375,5
10187,52.7072,-1.11386,1
10188,52.7071,-1.11388,2
10189,52.70703,-1.11385,3
10190,52.70696,-1.11377,4
10191,52.70631,-1.11255,5
10192,52.70628,-1.11241,1
10193,52.70637,-1.11107,2
10194,52.70685,-1.10945,3
10195,52.7069,-1.10909,4
10196,52.70686,-1.10616,5
10197,52.70657,-1.10456,1
10198,52.70607,-1.10322,2
10199,52.70526,-1.10199,3
10200,52.70493,-1.10133,4
10201,52.70459,-1.1008,5
10202,52.70412,-1.09986,1
10203,52.70391,-1.10006,2
10204,52.70384,-1.10009,3
10205,52.70316,-1.10003,4
10206,52.7022,-1.10004,5
10207,52.70219,-1.10005,1
10208,52.70201,-1.10001,2
10209,52.7018,-1.0999,3
10210,52.70162,-1.09988,4
10211,52.70066,-1.10026,5
10212,52.70006,-1.10034,1
10213,52.69715,-1.09993,2
10214,52.6965,-1.10009,3
10215,52.69654,-1.10039,4
10216,52.69635,-1.10043,5
10217,52.69339,-1.10216,1
10218,52.69207,-1.10256,2
10219,52.68805,-1.10293,3
10220,52.68772,-1.10289,4
10221,52.68396,-1.10135,5
10222,52.68381,-1.10122,1
10223,52.68344,-1.10105,2
10224,52.68317,-1.10084,3
10225,52.68282,-1.1007,4
10226,52.68181,-1.10074,5
10227,52.68124,-1.10093,1
10228,52.68113,-1.1011,2
10229,52.68053,-1.10167,3
10230,52.67969,-1.10204,4
10231,52.67965,-1.10291,5
10232,52.68035,-1.10634,1
10233,52.68048,-1.1066,2
10234,52.68067,-1.10844,3
10235,52.68094,-1.10962,4
10236,52.68042,-1.1099,5
10237,52.68005,-1.11052,1
10238,52.67982,-1.11081,2
10239,52.67919,-1.11111,3
10240,52.67915,-1.11115,4
10241,52.679,-1.11175,5
10242,52.67867,-1.11241,1
10243,52.67787,-1.11368,2
10244,52.67637,-1.11563,3
10245,52.67578,-1.11619,4
10246,52.67555,-1.11634,5
10247,52.67516,-1.11669,1
10248,52.67473,-1.11688,2
10249,52.67467,-1.11694,3
10250,52.67438,-1.11671,4
10251,52.67399,-1.1165,5
10252,52.67378,-1.11634,1
10253,52.67377,-1.11625,2
10255,52.67382,-1.11606,3
10256,52.67363,-1.11587,4
10257,52.67311,-1.11513,5
10258,52.67267,-1.1143,1
10259,52.67249,-1.11415,2
10260,52.67234,-1.11416,3
10261,52.6722,-1.11423,4
10262,52.6721,-1.11432,5
10263,52.6717,-1.11487,1
10264,52.67162,-1.11493,2
10265,52.67126,-1.11544,3
10266,52.6707,-1.11643,4
10267,52.67052,-1.11659,5
10268,52.67045,-1.11662,1
10269,52.67035,-1.11663,2
10270,52.67025,-1.11659,3
10271,52.66985,-1.11609,4
10272,52.66981,-1.11607,5
10273,52.66969,-1.11608,1
10274,52.66953,-1.11619,2
10275,52.66942,-1.11643,3
10276,52.66922,-1.1171,4
10277,52.66915,-1.11723,5
10278,52.66906,-1.11732,1
10279,52.66883,-1.11744,2
10280,52.66859,-1.11742,3
10281,52.66837,-1.11745,4
10282,52.66825,-1.11751,5
10283,52.66797,-1.11784,1
10284,52.66778,-1.11798,2
10285,52.66756,-1.11804,3
10286,52.66736,-1.11803,4
10287,52.66707,-1.11796,5
10288,52.66694,-1.11797,1
10289,52.66683,-1.11805,2
10290,52.66673,-1.11808,3
10291,52.66662,-1.11803,4
10292,52.66655,-1.11791,5
10293,52.66652,-1.11789,1
10294,52.66633,-1.1176,2
10295,52.66576,-1.11732,3
10296,52.6657,-1.11727,4
10297,52.6656,-1.11728,5
10298,52.66537,-1.11746,1
10299,52.66529,-1.11759,2
10300,52.66522,-1.11783,3
10301,52.66505,-1.11814,4
10302,52.66489,-1.11858,5
10303,52.66485,-1.12017,1
10304,52.66465,-1.12099,2
10305,52.66441,-1.12141,3
10306,52.66427,-1.12152,4
10307,52.66416,-1.12167,5
10308,52.66397,-1.1225,1
10309,52.66337,-1.1238,2
10310,52.66312,-1.12525,3
10311,52.66278,-1.12621,4
10312,52.66246,-1.12674,5
10313,52.6624,-1.12679,1
10314,52.66232,-1.12678,2
10315,52.66193,-1.12644,3
10316,52.6618,-1.12648,4
10317,52.66174,-1.12652,5
10318,52.66164,-1.12664,1
10319,52.66134,-1.12725,2
10320,52.66093,-1.12766,3
10321,52.66089,-1.12766,4
10322,52.66081,-1.12759,5
10323,52.66076,-1.1276,1
10324,52.66071,-1.12764,2
10325,52.66077,-1.12788,3
10326,52.66085,-1.12891,4
10327,52.66077,-1.12894,5
10328,52.6607,-1.12894,1
10329,52.66066,-1.12892,2
10330,52.66032,-1.12856,3
10331,52.65996,-1.12799,4
10332,52.6593,-1.12733,5
10333,52.65871,-1.12725,1
10334,52.65836,-1.12708,2
10335,52.65809,-1.12663,3
10336,52.65643,-1.12528,4
10337,52.65626,-1.12527,5
10338,52.65605,-1.1254,1
10339,52.65592,-1.12561,2
10340,52.65588,-1.12564,3
10341,52.65562,-1.12573,4
10342,52.65529,-1.12544,5
10343,52.65528,-1.12544,1
10344,52.65523,-1.12585,2
10345,52.65467,-1.12713,3
10346,52.65418,-1.12797,4
10347,52.65377,-1.12851,5
10349,52.65384,-1.12877,1
10350,52.65294,-1.12995,2
10351,52.65277,-1.13008,3
10352,52.6524,-1.13019,4
10353,52.65187,-1.13014,5
10354,52.65063,-1.13037,1
10355,52.65024,-1.13027,2
10356,52.64989,-1.13003,3
10357,52.64939,-1.12954,4
10358,52.64862,-1.1293,5
10359,52.64741,-1.12834,1
10360,52.64718,-1.12821,2
10361,52.64682,-1.12813,3
10362,52.64669,-1.12814,4
10363,52.64637,-1.12826,5
10364,52.64618,-1.12841,1
10365,52.64605,-1.12859,2
10366,52.64591,-1.12891,3
10367,52.64551,-1.12956,4
10368,52.64543,-1.12977,5
10369,52.64544,-1.12979,1
10370,52.64533,-1.13019,2
10371,52.64495,-1.13083,3
10373,52.64446,-1.13131,4
10374,52.6443,-1.13147,5
10375,52.64426,-1.13161,1
10376,52.64428,-1.13195,2
10377,52.64426,-1.13202,3
10378,52.64395,-1.13167,4
10379,52.64394,-1.13168,5
10380,52.64383,-1.13157,1
10381,52.64382,-1.13157,2
10382,52.6435,-1.13108,3
10383,52.64341,-1.13102,4
10384,52.64335,-1.13085,5
10385,52.64326,-1.13072,1
