type,latitude,longitude
T,52.10592,5.21841
T,52.10786,5.23741
T,52.11759,5.2719
T,52.11952,5.27695
T,52.119,5.27738
T,52.12276,5.29151
T,52.12271,5.29159
T,52.12376,5.29605
T,52.12386,5.29598
T,52.13878,5.35025
T,52.13919,5.35248
T,52.13925,5.35333
T,52.13917,5.35362
T,52.13887,5.35408
T,52.13754,5.35806
T,52.13751,5.3587
T,52.13755,5.35888
T,52.13723,5.35915
T,52.13715,5.35928
T,52.13328,5.37151
T,52.13231,5.37298
T,52.13176,5.3735
T,52.1317,5.37332
T,52.13133,5.37369
T,52.12992,5.37445
T,52.12978,5.37467
T,52.12973,5.37492
T,52.12975,5.37518
T,52.13036,5.37655
T,52.13067,5.37761
T,52.13114,5.38215
T,52.13405,5.39791
T,52.13386,5.39793
T,52.13403,5.3981
T,52.13464,5.40343
T,52.13565,5.40731
T,52.13556,5.40844
T,52.13716,5.41021
T,52.13725,5.41043
T,52.13718,5.41525
T,52.13785,5.41621
T,52.1377,5.41855
T,52.13754,5.41869
T,52.13749,5.41902
T,52.13756,5.41918
T,52.13762,5.41996
T,52.13745,5.42569
T,52.13724,5.42724
T,52.1372,5.42728
T,52.13714,5.42729
T,52.13686,5.42966
T,52.13691,5.42977
T,52.13689,5.43039
T,52.13701,5.43043
T,52.13692,5.43227
T,52.13687,5.43235
T,52.13691,5.4325
T,52.1364,5.44535
T,52.13616,5.44642
T,52.13591,5.4471
T,52.13557,5.44769
T,52.1353,5.44791
T,52.13226,5.44949
T,52.1311,5.45869
T,52.13028,5.46241
T,52.12873,5.46651
T,52.12783,5.46828
T,52.12557,5.47083
T,52.12524,5.47251
T,52.12435,5.47534
T,52.12421,5.4761
T,52.12428,5.47778
T,52.12439,5.47808
T,52.12512,5.47853
T,52.12896,5.48216
T,52.12993,5.48484
T,52.13008,5.48508
T,52.13245,5.48697
T,52.13295,5.48777
T,52.1367,5.49212
T,52.13807,5.49437
T,52.13841,5.49575
T,52.13841,5.49674
T,52.13879,5.49667
T,52.13931,5.49647
T,52.13961,5.49651
T,52.143,5.4979
T,52.14388,5.49798
T,52.14479,5.49843
T,52.14717,5.49895
T,52.14736,5.49895
T,52.15388,5.49681
T,52.15446,5.49684
T,52.15514,5.49705
T,52.15526,5.49713
T,52.15741,5.50036
T,52.15894,5.50451
T,52.15891,5.50536
T,52.15784,5.50981
T,52.15777,5.51097
T,52.15803,5.5125
T,52.15841,5.51383
T,52.15858,5.51403
T,52.16009,5.51522
T,52.16016,5.51532
T,52.16023,5.51561
T,52.16036,5.51806
T,52.16172,5.52241
T,52.1619,5.52263
T,52.162,5.52266
T,52.16329,5.52257
T,52.1634,5.52248
T,52.16352,5.5222
T,52.16367,5.52032
T,52.16382,5.52011
T,52.16425,5.51994
T,52.16566,5.52736
T,52.16476,5.53339
T,52.16454,5.53381
T,52.1645,5.53404
T,52.16637,5.53954
T,52.16741,5.54434
T,52.171,5.55684
T,52.17095,5.55701
T,52.17097,5.55713
T,52.17102,5.55721
T,52.17111,5.55724
T,52.17112,5.55723
T,52.17134,5.55786
T,52.17139,5.55792
T,52.17552,5.57196
T,52.17551,5.57202
T,52.17566,5.57261
T,52.17561,5.57275
T,52.17564,5.57292
T,52.17569,5.57299
T,52.17578,5.57302
T,52.18231,5.59503
T,52.18488,5.60233
T,52.18528,5.60316
T,52.18526,5.60321
T,52.18528,5.60341
T,52.18534,5.60347
T,52.18541,5.60346
T,52.18649,5.60469
T,52.1867,5.60504
T,52.1869,5.60557
T,52.18739,5.60923
T,52.18853,5.61324
T,52.18974,5.62109
T,52.18973,5.62109
T,52.18974,5.6213
T,52.18981,5.62141
T,52.18975,5.62201
T,52.18999,5.62419
T,52.21325,5.70615
T,52.21321,5.70623
T,52.21321,5.70639
T,52.21324,5.70646
T,52.21326,5.70647
T,52.21326,5.70648
T,52.21327,5.70648
T,52.21327,5.70649
T,52.21334,5.70651
T,52.21879,5.7257
T,52.21913,5.72735
T,52.22104,5.77846
T,52.22102,5.77846
T,52.22096,5.77855
T,52.22096,5.77875
T,52.22102,5.77885
T,52.22106,5.77887
T,52.22288,5.82765
T,52.22309,5.82951
T,52.22364,5.83202
T,52.22504,5.83636
T,52.22504,5.83654
T,52.22594,5.83926
T,52.22602,5.83939
T,52.22813,5.84597
T,52.232,5.86095
T,52.23273,5.86623
T,52.23288,5.88938
T,52.23274,5.89009
T,52.22847,5.90187
T,52.22839,5.90192
T,52.22832,5.90206
T,52.22834,5.90234
T,52.22835,5.90234
T,52.22863,5.90301
T,52.22676,5.93896
T,52.22723,5.9424
T,52.22721,5.94248
T,52.22746,5.94522
T,52.22738,5.9458
T,52.2276,5.94613
T,52.22778,5.94625
T,52.23139,5.95355
T,52.23131,5.95369
T,52.23093,5.95407
T,52.23063,5.95454
T,52.23051,5.95492
T,52.23016,5.96081
T,52.23134,5.96914
T,52.23072,5.97741
T,52.22997,5.98133
T,52.22944,5.98274
T,52.22391,5.99327
T,52.22347,5.99386
T,52.22284,5.99515
T,52.22273,5.99551
T,52.22215,5.99663
T,52.22205,5.99672
T,52.22073,5.99888
T,52.22011,5.99946
T,52.21981,5.99985
T,52.22514,6.01115
T,52.22515,6.01129
T,52.22525,6.01151
T,52.22523,6.01155
T,52.22524,6.0117
T,52.22528,6.01177
T,52.22536,6.01179
T,52.22554,6.01213
T,52.22563,6.01221
T,52.23043,6.02275
T,52.23067,6.02381
T,52.23167,6.03188
T,52.23105,6.03895
T,52.23126,6.04077
T,52.23148,6.04142
T,52.23146,6.04159
T,52.2315,6.04169
T,52.23151,6.04169
T,52.23152,6.04172
T,52.23155,6.04173
T,52.23155,6.04174
T,52.23161,6.04175
T,52.23161,6.04174
T,52.23164,6.04174
T,52.23164,6.04173
T,52.23166,6.04172
T,52.23166,6.04171
T,52.23168,6.0417
T,52.23178,6.0424
T,52.23287,6.04546
T,52.23334,6.04629
T,52.23582,6.04895
T,52.23615,6.04956
T,52.23642,6.05029
T,52.23665,6.0513
T,52.2385,6.07233
T,52.23838,6.07405
T,52.2377,6.07699
T,52.23721,6.08184
T,52.23727,6.08332
T,52.23741,6.0841
T,52.23796,6.08592
T,52.23794,6.08596
T,52.23794,6.08612
T,52.23802,6.08625
T,52.23807,6.08627
T,52.23808,6.08626
T,52.23938,6.09005
T,52.23954,6.09108
T,52.23966,6.09529
T,52.23989,6.09651
T,52.24064,6.09888
T,52.24131,6.1022
T,52.24154,6.10465
T,52.24152,6.1047
T,52.24151,6.1047
T,52.2415,6.10482
T,52.24151,6.10482
T,52.24153,6.1049
T,52.24154,6.1049
T,52.24154,6.10491
T,52.24155,6.10491
T,52.24155,6.10492
T,52.24158,6.10493
T,52.24267,6.11014
T,52.24381,6.11148
T,52.24483,6.11303
T,52.24586,6.11404
T,52.24629,6.1148
T,52.24663,6.11604
T,52.24667,6.11688
T,52.24666,6.11688
T,52.2466,6.11698
T,52.24661,6.11721
T,52.24667,6.11729
T,52.24668,6.11729
T,52.24668,6.1173
T,52.24673,6.11731
T,52.24777,6.12126
T,52.2479,6.12225
T,52.24789,6.12353
T,52.24746,6.12642
T,52.24597,6.1472
T,52.24613,6.14952
T,52.24635,6.15077
T,52.24674,6.15208
T,52.24957,6.159
T,52.25094,6.16315
T,52.25125,6.16373
T,52.25191,6.16433
T,52.25194,6.16449
T,52.25206,6.16459
T,52.25212,6.16459
T,52.25219,6.16473
T,52.25245,6.16838
T,52.25292,6.1683
T,52.25324,6.16832
T,52.25346,6.16842
T,52.2535,6.16848
T,52.25359,6.17442
T,52.2537,6.17443
T,52.25378,6.17451
T,52.25387,6.17886
T,52.25413,6.1801
T,52.2541,6.18081
T,52.254,6.1812
T,52.25352,6.18212
T,52.25288,6.18391
T,52.25211,6.18916
T,52.24973,6.20024
T,52.24954,6.202
T,52.24935,6.2077
T,52.24925,6.20769
T,52.24856,6.21675
T,52.24859,6.21914
T,52.25,6.23523
T,52.24982,6.24137
T,52.25001,6.24521
T,52.24977,6.24864
T,52.24981,6.2497
T,52.25003,6.2511
T,52.25084,6.25402
T,52.25664,6.26871
T,52.26072,6.28787
T,52.26065,6.28795
T,52.26063,6.28812
T,52.2607,6.28828
T,52.26075,6.28831
T,52.2608,6.28831
T,52.2753,6.35683
T,52.28057,6.39504
T,52.28085,6.39956
T,52.28197,6.40507
T,52.28339,6.41542
T,52.28335,6.41546
T,52.28334,6.41561
T,52.2834,6.41571
T,52.28347,6.4157
T,52.28351,6.41565
T,52.28352,6.41554
T,52.2837,6.41547
T,52.28368,6.41558
T,52.28336,6.41613
T,52.28612,6.43221
T,52.28637,6.43296
T,52.28638,6.43365
T,52.28645,6.434
T,52.28667,6.43449
T,52.2868,6.43448
T,52.28675,6.43543
T,52.28746,6.43742
T,52.28771,6.43779
T,52.28803,6.4381
T,52.2885,6.43899
T,52.29,6.44459
T,52.29004,6.44464
T,52.28959,6.44557
T,52.28918,6.44617
T,52.2973,6.4607
T,52.2979,6.46146
T,52.29852,6.46278
T,52.29921,6.46504
T,52.30306,6.48993
T,52.30369,6.49277
T,52.30497,6.49575
T,52.3052,6.49588
T,52.30532,6.496
T,52.3054,6.49616
T,52.30606,6.49894
T,52.30623,6.49916
T,52.30622,6.49957
T,52.30686,6.50191
T,52.30762,6.50395
T,52.30832,6.50465
T,52.30852,6.50525
T,52.30865,6.50667
T,52.30881,6.50725
T,52.309,6.50747
T,52.30967,6.50778
T,52.30995,6.50772
T,52.31017,6.50775
T,52.31029,6.5079
T,52.3104,6.50815
T,52.31067,6.50782
T,52.31107,6.50954
T,52.31113,6.50964
T,52.31156,6.51251
T,52.31149,6.51421
T,52.31184,6.51709
T,52.31176,6.51721
T,52.31175,6.51728
T,52.31187,6.5178
T,52.3119,6.51846
T,52.31188,6.51846
T,52.31133,6.51918
T,52.31108,6.5197
T,52.31154,6.52064
T,52.3116,6.52104
T,52.31212,6.52202
T,52.31224,6.52204
T,52.31234,6.5221
T,52.31375,6.52537
T,52.3138,6.52643
T,52.31371,6.52723
T,52.31565,6.52988
T,52.31569,6.52965
T,52.31594,6.5296
T,52.31662,6.52962
T,52.31667,6.53078
T,52.31678,6.53093
T,52.31676,6.53146
T,52.31683,6.53173
T,52.31923,6.53543
T,52.32079,6.53724
T,52.32114,6.53792
T,52.32429,6.54234
T,52.32487,6.54281
T,52.32502,6.5431
T,52.32526,6.54396
T,52.32592,6.54497
T,52.32666,6.54577
T,52.32696,6.54648
T,52.33196,6.55379
T,52.33232,6.55413
T,52.33278,6.55501
T,52.33332,6.55574
T,52.33345,6.55581
T,52.33369,6.55586
T,52.33398,6.55629
T,52.33415,6.55694
T,52.33457,6.55752
T,52.33465,6.55755
T,52.33525,6.55866
T,52.34318,6.57045
T,52.34366,6.57138
T,52.34367,6.57138
T,52.34423,6.57222
T,52.34446,6.57237
T,52.34477,6.57282
T,52.34492,6.57327
T,52.34956,6.58009
T,52.3509,6.58283
T,52.35099,6.58322
T,52.35162,6.58443
T,52.35195,6.58477
T,52.35253,6.58586
T,52.35283,6.58619
T,52.35302,6.58628
T,52.35322,6.58625
T,52.35344,6.58613
T,52.35356,6.58615
T,52.35366,6.58624
T,52.35375,6.58647
T,52.35375,6.58688
T,52.35385,6.58708
T,52.35352,6.58774
T,52.35339,6.58781
T,52.35333,6.58796
T,52.3525,6.59403
T,52.35244,6.59649
T,52.35238,6.59676
T,52.35264,6.5994
T,52.35379,6.60407
T,52.35456,6.60648
T,52.35488,6.60716
T,52.35495,6.60747
T,52.35494,6.60763
T,52.35591,6.6135
T,52.35615,6.61599
T,52.35607,6.62382
T,52.35623,6.62418
T,52.35624,6.62418
T,52.35618,6.62736
T,52.35605,6.62792
T,52.35599,6.63086
T,52.35603,6.63096
T,52.35596,6.63124
T,52.35586,6.6313
T,52.3553,6.65327
T,52.35522,6.65352
T,52.35512,6.65561
T,52.35457,6.65727
T,52.35446,6.659
T,52.35467,6.66077
T,52.35491,6.66089
T,52.3563,6.66103
T,52.35699,6.6617
T,52.35709,6.66143
T,52.35755,6.66188
T,52.35889,6.66181
T,52.3589,6.66279
T,52.35906,6.66306
T,52.35925,6.66325
T,52.35932,6.66328
T,52.35942,6.6634
T,52.35956,6.66404
T,52.36058,6.66431
T,52.36054,6.66473
T,52.36148,6.66495
T,52.36193,6.66493
T,52.36196,6.67301
T,52.36214,6.67432
T,52.36364,6.68052
T,52.36391,6.68033
T,52.36831,6.69767
T,52.36863,6.69838
T,52.36908,6.69888
T,52.3693,6.6989
T,52.36934,6.69896
T,52.36935,6.69907
T,52.36921,6.69962
T,52.369,6.69998
T,52.36897,6.70023
T,52.3694,6.7026
T,52.36951,6.704
T,52.36959,6.70406
T,52.36976,6.7041
T,52.36989,6.70424
T,52.37044,6.70523
T,52.37015,6.70614
T,52.37021,6.70716
T,52.37075,6.70927
T,52.37084,6.70942
T,52.37279,6.71122
T,52.37391,6.71274
T,52.37625,6.71386
T,52.37161,6.7385
T,52.37159,6.73994
T,52.37206,6.74309
T,52.37199,6.74418
T,52.37133,6.74773
T,52.37155,6.75489
T,52.37149,6.75495
T,52.37149,6.75497
T,52.37148,6.75497
T,52.37149,6.7552
T,52.37156,6.75526
T,52.37158,6.75526
T,52.3737,6.76246
T,52.37377,6.76514
T,52.37376,6.76514
T,52.37375,6.76517
T,52.37374,6.76517
T,52.37372,6.76533
T,52.37373,6.76533
T,52.37373,6.76537
T,52.37374,6.76537
T,52.37379,6.76545
T,52.37404,6.76875
T,52.3781,6.78897
T,52.37827,6.79046
T,52.37834,6.79969
T,52.37849,6.80112
T,52.37898,6.80318
T,52.37905,6.80384
T,52.37931,6.80445
T,52.37979,6.80516
T,52.38027,6.80654
T,52.38117,6.81106
T,52.38184,6.81301
T,52.39431,6.83769
T,52.39541,6.84173
T,52.39539,6.84175
T,52.39537,6.84195
T,52.39543,6.84208
T,52.39548,6.84211
T,52.39553,6.84211
T,52.39553,6.8421
T,52.39661,6.84529
T,52.3974,6.84888
T,52.39925,6.85314
T,52.40018,6.85647
T,52.40435,6.86683
T,52.40519,6.86841
T,52.40544,6.86913
T,52.40674,6.87726
T,52.40689,6.88284
T,52.40699,6.8834
T,52.40841,6.88792
T,52.40852,6.88858
T,52.40863,6.89135
T,52.40874,6.89174
T,52.40994,6.89394
T,52.40955,6.89516
T,52.4092,6.89787
T,52.40912,6.89811
T,52.40964,6.89876
T,52.40971,6.89893
T,52.40998,6.90109
T,52.41002,6.9011
T,52.41005,6.90115
T,52.41017,6.90122
T,52.4102,6.90136
T,52.41022,6.90137
T,52.41023,6.9014
T,52.41024,6.9014
T,52.41043,6.90589
T,52.40991,6.90954
T,52.40898,6.91293
T,52.40813,6.91714
T,52.40643,6.92229
T,52.40602,6.92627
T,52.40637,6.92874
T,52.40637,6.92979
T,52.4061,6.9312
T,52.40601,6.93231
T,52.40611,6.93338
T,52.40663,6.93568
T,52.40707,6.93942
T,52.40778,6.94197
T,52.40807,6.94461
T,52.40796,6.94557
T,52.40762,6.94663
T,52.40767,6.94669
T,52.40769,6.94684
T,52.40764,6.94698
T,52.41166,6.95419
T,52.41458,6.96175
T,52.41536,6.96572
T,52.41615,6.96868
T,52.41662,6.97384
T,52.41713,6.9757
T,52.41735,6.97834
T,52.41793,6.98129
T,52.41798,6.98302
T,52.41808,6.98362
T,52.41831,6.98426
T,52.41906,6.98559
T,52.41982,6.98775
T,52.4197,6.98943
T,52.42004,6.99168
T,52.42057,6.99314
T,52.42086,6.99533
T,52.42281,7.00318
T,52.42262,7.01491
T,52.4241,7.01984
T,52.42447,7.02163
T,52.42623,7.035
T,52.42618,7.03515
T,52.42625,7.03528
T,52.42662,7.0379
T,52.42666,7.03797
T,52.42806,7.04837
T,52.42872,7.05059
T,52.42866,7.05071
T,52.42867,7.05085
T,52.42871,7.05091
T,52.42879,7.05093
T,52.42883,7.05091
T,52.43235,7.06158
T,52.43325,7.06258
T,52.4347,7.06361
T,52.43584,7.06416
T,52.43655,7.0648
T,52.43638,7.0654
T,52.4367,7.06561
T,52.43662,7.06629
T,52.43647,7.06678
T,52.43636,7.06785
T,52.43677,7.06796
T,52.43689,7.06816
T,52.4378,7.06829
T,52.43789,7.06837
T,52.43815,7.06888
T,52.43816,7.0691
T,52.43836,7.06933
T,52.43779,7.07051
T,52.43781,7.07076
T,52.43874,7.07383
T,52.43941,7.07717
T,52.44015,7.07844
T,52.44021,7.07849
T,52.44039,7.07854
T,52.4406,7.07849
T,52.44081,7.0798
T,52.44068,7.08712
T,52.44163,7.09215
T,52.44235,7.09407
T,52.44465,7.09865
T,52.44533,7.09958
T,52.44873,7.10281
T,52.45674,7.11264
T,52.45809,7.11461
T,52.46003,7.11835
T,52.46021,7.11853
T,52.46049,7.11857
T,52.4606,7.11868
T,52.46204,7.12659
T,52.46437,7.15857
T,52.46752,7.17144
T,52.46755,7.17148
T,52.47214,7.18964
T,52.4726,7.1908
T,52.47445,7.19415
T,52.47446,7.19415
T,52.47503,7.19518
T,52.47506,7.1953
T,52.47885,7.20225
T,52.47976,7.20439
T,52.48083,7.20806
T,52.48137,7.21145
T,52.48178,7.21739
T,52.482,7.21863
T,52.48252,7.22039
T,52.48256,7.22042
T,52.48478,7.22517
T,52.4863,7.2279
T,52.48632,7.228
T,52.48752,7.23024
T,52.48801,7.23154
T,52.48934,7.23632
T,52.49972,7.26631
T,52.50016,7.26821
T,52.50041,7.27021
T,52.50041,7.27371
T,52.50013,7.27574
T,52.50055,7.27479
T,52.50079,7.27453
T,52.50104,7.27438
T,52.50132,7.27434
T,52.50174,7.2744
T,52.50226,7.27486
T,52.5028,7.27562
T,52.50326,7.27661
T,52.50843,7.29195
T,52.5085,7.29203
T,52.5091,7.29386
T,52.5095,7.29563
T,52.51,7.3005
T,52.51187,7.30714
T,52.51594,7.31585
T,52.51595,7.31616
T,52.51574,7.31718
T,52.51559,7.31963
T,52.51568,7.32031
T,52.51589,7.32071
T,52.51603,7.32084
T,52.51622,7.3209
T,52.51665,7.32083
T,52.5168,7.32065
T,52.51686,7.32064
T,52.51706,7.32042
T,52.51717,7.32037
T,52.51733,7.32037
T,52.51743,7.32051
T,52.51748,7.32054
T,52.51774,7.32104
T,52.51807,7.32272
T,52.51817,7.32295
T,52.5184,7.32324
T,52.52031,7.32464
T,52.5227,7.32566
T,52.52389,7.3267
T,52.52387,7.32695
T,52.52476,7.33192
T,52.5247,7.33331
T,52.52517,7.33675
T,52.52537,7.34003
T,52.52533,7.34187
T,52.52795,7.34356
T,52.52906,7.34401
T,52.53177,7.34429
T,52.53223,7.34415
T,52.53236,7.34444
T,52.5325,7.34453
T,52.53265,7.34455
T,52.53281,7.34451
T,52.53296,7.34452
T,52.5332,7.34464
T,52.5333,7.34447
T,52.53341,7.34437
T,52.53362,7.34442
T,52.53496,7.34583
T,52.53536,7.34613
T,52.53579,7.34619
T,52.53618,7.34605
T,52.53666,7.34564
T,52.53694,7.34527
T,52.53783,7.34573
T,52.54975,7.35501
T,52.54983,7.35503
T,52.55822,7.36164
T,52.55825,7.3617
T,52.56235,7.36492
T,52.56237,7.36492
T,52.57514,7.37453
T,52.57651,7.37537
T,52.57744,7.37612
T,52.57839,7.37727
T,52.57925,7.37883
T,52.58091,7.38319
T,52.58131,7.38398
T,52.59677,7.40657
T,52.5968,7.40668
T,52.59859,7.4096
T,52.59913,7.41026
T,52.60292,7.4135
T,52.60393,7.41416
T,52.60513,7.41472
T,52.60577,7.41513
T,52.60751,7.41692
T,52.60819,7.41738
T,52.60864,7.41757
T,52.61132,7.41791
T,52.61174,7.41805
T,52.61261,7.41858
T,52.6132,7.41913
T,52.63865,7.4562
T,52.63934,7.45754
T,52.64174,7.46446
T,52.64283,7.46697
T,52.64483,7.47024
T,52.64546,7.47094
T,52.64596,7.47135
T,52.65032,7.4737
T,52.65041,7.4738
T,52.65104,7.47416
T,52.65089,7.4744
T,52.65008,7.47523
T,52.64957,7.47561
T,52.6459,7.47942
T,52.64437,7.48223
T,52.64406,7.48254
T,52.64392,7.4826
T,52.64362,7.48262
T,52.64303,7.4825
T,52.64239,7.48428
T,52.64234,7.48503
T,52.64305,7.48661
T,52.64466,7.4891
T,52.6448,7.48943
T,52.64482,7.48973
T,52.64495,7.49008
T,52.64617,7.49221
T,52.64679,7.49427
T,52.64689,7.49499
T,52.64874,7.50072
T,52.64871,7.50108
T,52.64916,7.50184
T,52.64953,7.50131
T,52.65083,7.50446
T,52.65039,7.5088
T,52.65044,7.50933
T,52.65225,7.51465
T,52.65247,7.51645
T,52.65332,7.51808
T,52.65385,7.5187
T,52.65439,7.51889
T,52.65461,7.51904
T,52.65848,7.52048
T,52.65869,7.52061
T,52.65997,7.52178
T,52.66016,7.52204
T,52.66072,7.52362
T,52.66083,7.52376
T,52.66099,7.52386
T,52.66225,7.5242
T,52.66299,7.52418
T,52.66323,7.52593
T,52.66394,7.52782
T,52.66419,7.52942
T,52.66438,7.53004
T,52.66525,7.53138
T,52.66607,7.53306
T,52.66669,7.53396
T,52.66698,7.53481
T,52.66701,7.53537
T,52.66666,7.5387
T,52.66797,7.56306
T,52.66674,7.57709
T,52.66724,7.58098
T,52.66774,7.58268
T,52.66776,7.58366
T,52.66667,7.58842
T,52.66622,7.59187
T,52.66551,7.59466
T,52.66687,7.59557
T,52.66814,7.596
T,52.67041,7.59718
T,52.67356,7.59794
T,52.67578,7.59817
T,52.67707,7.59848
T,52.67827,7.5992
T,52.67935,7.60029
T,52.67942,7.60031
T,52.68196,7.60255
T,52.68209,7.60274
T,52.6821,7.60274
T,52.68324,7.60531
T,52.68378,7.60603
T,52.68435,7.60646
T,52.68491,7.60671
T,52.68494,7.60745
T,52.68655,7.61363
T,52.68723,7.6154
T,52.68797,7.61654
T,52.69368,7.62116
T,52.69378,7.62116
T,52.69397,7.62109
T,52.6945,7.62064
T,52.69539,7.62224
T,52.69628,7.62323
T,52.69634,7.62325
T,52.70771,7.63236
T,52.70815,7.63281
T,52.70902,7.63397
T,52.71905,7.65606
T,52.71958,7.65782
T,52.72517,7.69154
T,52.72525,7.69439
T,52.72803,7.70614
T,52.73167,7.73223
T,52.73221,7.73406
T,52.73365,7.73715
T,52.73834,7.74421
T,52.74101,7.74929
T,52.74501,7.7586
T,52.75024,7.76875
T,52.75025,7.76882
T,52.7844,7.83549
T,52.78542,7.83702
T,52.78553,7.8373
T,52.78566,7.83829
T,52.78839,7.84839
T,52.78846,7.84846
T,52.79004,7.85285
T,52.7927,7.85827
T,52.79379,7.85964
T,52.79386,7.85967
T,52.7958,7.86162
T,52.79779,7.86622
T,52.79778,7.86626
T,52.79822,7.86747
T,52.79825,7.86749
T,52.80303,7.88116
T,52.80303,7.88132
T,52.80508,7.88766
T,52.80525,7.88773
T,52.81116,7.90636
T,52.82281,7.983
T,52.82348,7.98632
T,52.82352,7.98638
T,52.82537,7.99538
T,52.82536,7.99545
T,52.82583,7.99786
T,52.82601,7.99782
T,52.82637,7.99786
T,52.82641,7.99784
T,52.827,7.99838
T,52.82721,7.99867
T,52.82827,8.00189
T,52.82815,8.00291
T,52.82817,8.00338
T,52.82859,8.00473
T,52.82878,8.00591
T,52.83073,8.01164
T,52.83033,8.01206
T,52.83198,8.01684
T,52.83218,8.0169
T,52.8323,8.01708
T,52.83395,8.02196
T,52.83449,8.02683
T,52.83456,8.02688
T,52.83536,8.02712
T,52.83565,8.02699
T,52.83575,8.02726
T,52.83581,8.02731
T,52.83909,8.03484
T,52.8391,8.03494
T,52.8397,8.03592
T,52.83992,8.03608
T,52.83999,8.03608
T,52.8407,8.03666
T,52.84158,8.03698
T,52.84305,8.03714
T,52.84356,8.03706
T,52.84454,8.03665
T,52.8458,8.03651
T,52.84694,8.03661
T,52.84762,8.03687
T,52.84765,8.03874
T,52.84787,8.03907
T,52.84829,8.03928
T,52.84858,8.04206
T,52.84846,8.04209
T,52.84831,8.04222
T,52.84815,8.04301
T,52.84859,8.04476
T,52.84898,8.04725
T,52.85068,8.05107
T,52.85938,8.05966
T,52.86266,8.06327
T,52.86353,8.06442
T,52.86589,8.06836
T,52.86595,8.06841
T,52.86695,8.07038
T,52.8712,8.08206
T,52.87951,8.11466
T,52.89283,8.15146
T,52.89604,8.16352
T,52.89747,8.17018
T,52.90063,8.17979
T,52.90096,8.18144
T,52.90107,8.1826
T,52.90023,8.21065
T,52.90021,8.21068
T,52.9002,8.21068
T,52.9002,8.2107
T,52.90019,8.2107
T,52.90019,8.21072
T,52.90018,8.21072
T,52.90019,8.2109
T,52.9002,8.2109
T,52.9002,8.21092
T,52.90021,8.21092
T,52.90027,8.21147
T,52.90011,8.21593
T,52.89792,8.23677
T,52.898,8.23868
T,52.89859,8.2423
T,52.89918,8.40962
T,52.89841,8.41406
T,52.89963,8.41433
T,52.89968,8.41432
T,52.90042,8.41469
T,52.90092,8.41513
T,52.90352,8.41949
T,52.90383,8.42046
T,52.904,8.42156
T,52.90404,8.42277
T,52.90385,8.42422
T,52.90317,8.42677
T,52.90303,8.42774
T,52.90304,8.42905
T,52.90317,8.4301
T,52.90339,8.43095
T,52.90386,8.43203
T,52.90504,8.43399
T,52.90629,8.43866
T,52.90732,8.44069
T,52.90873,8.44229
T,52.91295,8.4482
T,52.91306,8.44829
T,52.91626,8.45288
T,52.9194,8.45927
T,52.91981,8.45981
T,52.92034,8.46028
T,52.92081,8.46055
T,52.92357,8.46151
T,52.92469,8.46204
T,52.92612,8.46293
T,52.93336,8.46919
T,52.93343,8.4693
T,52.94353,8.47823
T,52.95574,8.49011
T,52.95584,8.49016
T,52.96223,8.49651
T,52.96344,8.49817
T,52.96528,8.50126
T,52.96811,8.50442
T,52.97262,8.51144
T,52.97331,8.51281
T,52.97388,8.51466
T,52.97592,8.52434
T,52.97671,8.52665
T,52.9777,8.52841
T,52.97822,8.52905
T,52.97878,8.52955
T,52.98356,8.53271
T,52.98502,8.53351
T,52.98502,8.53352
T,52.98666,8.53438
T,52.98807,8.53544
T,52.99318,8.54056
T,53.01019,8.55939
T,53.01491,8.56669
T,53.01865,8.5708
T,53.0175,8.57367
T,53.01534,8.58506
T,53.03299,8.59627
T,53.03324,8.59656
T,53.03344,8.59692
T,53.03388,8.59883
T,53.03412,8.59934
T,53.03435,8.5996
T,53.03494,8.59989
T,53.03494,8.5999
T,53.03539,8.60006
T,53.03557,8.60006
T,53.0358,8.60162
T,53.03598,8.60215
T,53.03675,8.60344
T,53.03696,8.60414
T,53.03695,8.60646
T,53.0371,8.60706
T,53.038,8.60861
T,53.03801,8.60861
T,53.03854,8.60946
T,53.03868,8.6096
T,53.0396,8.61016
T,53.0403,8.61117
T,53.04182,8.61464
T,53.04215,8.6151
T,53.04422,8.61667
T,53.0466,8.61883
T,53.04643,8.61942
T,53.04651,8.62094
T,53.04674,8.62089
T,53.04724,8.62535
T,53.04722,8.62536
T,53.04717,8.62533
T,53.04708,8.62539
T,53.04708,8.62647
T,53.04696,8.62716
T,53.0468,8.62753
T,53.04684,8.62764
T,53.04849,8.62962
T,53.04842,8.63
T,53.04857,8.63142
T,53.04873,8.63206
T,53.04979,8.63424
T,53.05088,8.63567
T,53.05149,8.6369
T,53.05275,8.64317
T,53.05336,8.65322
T,53.05311,8.66022
T,53.05308,8.66031
T,53.05286,8.66751
T,53.05298,8.66887
T,53.05661,8.68088
T,53.05687,8.68287
T,53.0559,8.6938
T,53.05613,8.71056
T,53.05702,8.72454
T,53.05844,8.73331
T,53.05843,8.73379
T,53.05853,8.73389
T,53.05912,8.73633
T,53.05928,8.7364
T,53.06122,8.7366
T,53.06138,8.73668
T,53.06163,8.73709
T,53.06193,8.74014
T,53.06203,8.74036
T,53.06248,8.74065
T,53.06272,8.74097
T,53.06283,8.74137
T,53.06346,8.74749
T,53.06401,8.74934
T,53.06923,8.76102
T,53.07026,8.76268
T,53.07066,8.76397
