type,latitude,longitude
T,53.50275,-2.3098
T,53.5026,-2.30967
T,53.50211,-2.30881
T,53.50084,-2.30733
T,53.50069,-2.30724
T,53.49941,-2.30531
T,53.49855,-2.3036
T,53.49707,-2.30007
T,53.4937,-2.29385
T,53.493,-2.29196
T,53.49202,-2.2871
T,53.49157,-2.28578
T,53.49152,-2.2855
T,53.49156,-2.28523
T,53.4915,-2.28493
T,53.49105,-2.28419
T,53.49057,-2.28283
T,53.49023,-2.2822
T,53.48987,-2.28177
T,53.48972,-2.28166
T,53.48768,-2.27925
T,53.48639,-2.27752
T,53.4859,-2.27668
T,53.48531,-2.27539
T,53.48468,-2.27363
T,53.48411,-2.27113
T,53.48334,-2.26909
T,53.48316,-2.26794
T,53.4833,-2.26603
T,53.48337,-2.25732
T,53.48275,-2.25761
T,53.48258,-2.2576
T,53.48236,-2.2575
T,53.48182,-2.25685
T,53.48126,-2.25645
T,53.48113,-2.2564
T,53.47916,-2.25438
T,53.47911,-2.25424
T,53.4776,-2.24437
T,53.47738,-2.2438
T,53.47714,-2.24342
T,53.46846,-2.23559
T,53.46955,-2.23229
T,53.46559,-2.22765
T,53.46556,-2.22738
T,53.46531,-2.22659
T,53.46523,-2.22646
T,53.46172,-2.21353
T,53.46016,-2.20895
T,53.45983,-2.2076
T,53.45976,-2.20695
T,53.45977,-2.20563
T,53.45997,-2.20555
T,53.46022,-2.20516
T,53.45909,-2.203
T,53.45517,-2.19828
T,53.45393,-2.19617
T,53.45325,-2.19546
T,53.45125,-2.19367
T,53.44965,-2.19246
T,53.44719,-2.19134
T,53.44692,-2.1913
T,53.44636,-2.19132
T,53.44497,-2.19155
T,53.44389,-2.19156
T,53.44366,-2.19151
T,53.44342,-2.19134
T,53.44079,-2.18853
T,53.44078,-2.18853
T,53.43921,-2.18688
T,53.4383,-2.18608
T,53.43679,-2.18501
T,53.43491,-2.18392
T,53.43065,-2.17993
T,53.42988,-2.17901
T,53.42958,-2.17873
T,53.4277,-2.17736
T,53.42764,-2.17727
T,53.42669,-2.17653
T,53.42659,-2.17652
T,53.42182,-2.17306
T,53.41911,-2.1713
T,53.41901,-2.17126
T,53.41884,-2.17111
T,53.41289,-2.16737
T,53.41237,-2.16692
T,53.41189,-2.16631
T,53.41051,-2.16388
T,53.4105,-2.16388
T,53.41031,-2.16358
T,53.40974,-2.16299
T,53.40927,-2.16261
T,53.40847,-2.1616
T,53.40818,-2.16112
T,53.40722,-2.15992
T,53.407,-2.15976
T,53.40685,-2.15958
T,53.40479,-2.15829
T,53.40469,-2.15829
T,53.40465,-2.15832
T,53.4018,-2.15644
T,53.40176,-2.15635
T,53.40102,-2.15576
T,53.40056,-2.1553
T,53.39945,-2.15392
T,53.39933,-2.15386
T,53.39252,-2.14584
T,53.39138,-2.14393
T,53.3909,-2.14273
T,53.38998,-2.14086
T,53.38918,-2.13876
T,53.38826,-2.13537
T,53.38685,-2.13204
T,53.38682,-2.13185
T,53.38622,-2.13042
T,53.38601,-2.13006
T,53.38594,-2.13
T,53.38472,-2.1278
T,53.38474,-2.12771
T,53.38456,-2.12726
T,53.38427,-2.12679
T,53.38381,-2.12638
T,53.38378,-2.12638
T,53.38377,-2.12639
T,53.38273,-2.12529
T,53.38002,-2.12191
T,53.37982,-2.1215
T,53.3792,-2.1194
T,53.37894,-2.11873
T,53.37871,-2.11833
T,53.37561,-2.11396
T,53.37399,-2.1094
T,53.37281,-2.10715
T,53.37254,-2.10648
T,53.37206,-2.10402
T,53.37185,-2.10337
T,53.37068,-2.1006
T,53.36957,-2.09621
T,53.36904,-2.09514
T,53.36792,-2.09351
T,53.36774,-2.093
T,53.36754,-2.09199
T,53.36734,-2.08724
T,53.3654,-2.07686
T,53.36487,-2.07549
T,53.36458,-2.07444
T,53.36356,-2.06332
T,53.36337,-2.06287
T,53.36176,-2.06067
T,53.36119,-2.0597
T,53.36067,-2.05845
T,53.36054,-2.05795
T,53.36033,-2.05647
T,53.36027,-2.05627
T,53.3601,-2.056
T,53.35713,-2.05327
T,53.3565,-2.05292
T,53.35637,-2.05281
T,53.35619,-2.05254
T,53.35588,-2.05151
T,53.35586,-2.05129
T,53.35592,-2.05089
T,53.35652,-2.04953
T,53.35724,-2.04662
T,53.35835,-2.04359
T,53.35848,-2.04297
T,53.35866,-2.04012
T,53.35876,-2.03955
T,53.35952,-2.0375
T,53.36018,-2.03619
T,53.36028,-2.0358
T,53.36027,-2.03531
T,53.35991,-2.03336
T,53.35945,-2.03204
T,53.35929,-2.03134
T,53.35911,-2.02982
T,53.35906,-2.02855
T,53.35916,-2.027
T,53.35902,-2.02627
T,53.35827,-2.02495
T,53.35806,-2.0244
T,53.35796,-2.02398
T,53.35782,-2.02222
T,53.35793,-2.02154
T,53.35877,-2.01987
T,53.35892,-2.01929
T,53.35894,-2.01887
T,53.3588,-2.01786
T,53.35836,-2.01624
T,53.35816,-2.01484
T,53.35791,-2.01119
T,53.35796,-2.01054
T,53.35804,-2.01025
T,53.35822,-2.00997
T,53.35853,-2.00967
T,53.35875,-2.00936
T,53.35883,-2.00906
T,53.35884,-2.00844
T,53.35877,-2.00796
T,53.35841,-2.00714
T,53.35814,-2.00632
T,53.35787,-2.00481
T,53.3578,-2.00237
T,53.35745,-2.00117
T,53.35676,-1.99958
T,53.3565,-1.99934
T,53.3553,-1.99864
T,53.35429,-1.99793
T,53.35402,-1.99768
T,53.35171,-1.99499
T,53.35058,-1.99337
T,53.34977,-1.99166
T,53.34964,-1.99148
T,53.34917,-1.99101
T,53.34891,-1.99067
T,53.34831,-1.9893
T,53.34765,-1.98806
T,53.34688,-1.98717
T,53.34622,-1.98657
T,53.34604,-1.98647
T,53.34494,-1.98608
T,53.34122,-1.98523
T,53.34112,-1.98516
T,53.34097,-1.98495
T,53.34073,-1.98438
T,53.34034,-1.9839
T,53.33966,-1.98327
T,53.33966,-1.98326
T,53.33962,-1.98329
T,53.33955,-1.98326
T,53.33954,-1.98323
T,53.33927,-1.98296
T,53.33844,-1.98233
T,53.33812,-1.98219
T,53.33799,-1.98217
T,53.33787,-1.98209
T,53.33778,-1.98198
T,53.33754,-1.98221
T,53.33684,-1.98273
T,53.33659,-1.98283
T,53.33487,-1.98316
T,53.33436,-1.98338
T,53.3337,-1.98379
T,53.33265,-1.98431
T,53.32936,-1.984
T,53.32906,-1.98379
T,53.32884,-1.98346
T,53.32874,-1.98337
T,53.3285,-1.98337
T,53.3282,-1.98344
T,53.32767,-1.98379
T,53.32705,-1.98458
T,53.32497,-1.98512
T,53.32424,-1.98508
T,53.3236,-1.98512
T,53.32326,-1.98505
T,53.32291,-1.98487
T,53.32277,-1.98483
T,53.32247,-1.98507
T,53.32231,-1.98468
T,53.3221,-1.98441
T,53.32184,-1.98418
T,53.32152,-1.9837
T,53.32151,-1.9837
T,53.32136,-1.98335
T,53.3213,-1.98289
T,53.32125,-1.98279
T,53.3208,-1.98245
T,53.3207,-1.98234
T,53.32055,-1.98203
T,53.32043,-1.98143
T,53.31992,-1.98019
T,53.31987,-1.98013
T,53.31982,-1.9801
T,53.31912,-1.97896
T,53.31907,-1.97875
T,53.31818,-1.97914
T,53.31766,-1.97929
T,53.31728,-1.97922
T,53.31488,-1.97742
T,53.31387,-1.97709
T,53.31372,-1.97682
T,53.31178,-1.9743
T,53.31082,-1.9737
T,53.3104,-1.97337
T,53.30735,-1.9714
T,53.30708,-1.97109
T,53.30669,-1.97046
T,53.30652,-1.97009
T,53.30644,-1.96979
T,53.30643,-1.96957
T,53.30653,-1.96873
T,53.30652,-1.96863
T,53.30638,-1.96836
T,53.30632,-1.96831
T,53.30385,-1.96724
T,53.29956,-1.96286
T,53.29895,-1.96243
T,53.29864,-1.96232
T,53.29799,-1.96222
T,53.29726,-1.96191
T,53.29695,-1.96185
T,53.29645,-1.96184
T,53.2962,-1.96176
T,53.29583,-1.96156
T,53.29551,-1.9615
T,53.29517,-1.96158
T,53.29471,-1.96189
T,53.2939,-1.96211
T,53.29355,-1.96211
T,53.29334,-1.96204
T,53.29315,-1.96187
T,53.2927,-1.96096
T,53.29137,-1.95961
T,53.29121,-1.95937
T,53.29112,-1.95931
T,53.29082,-1.95921
T,53.29071,-1.95911
T,53.28999,-1.95808
T,53.28897,-1.95705
T,53.28869,-1.95667
T,53.28794,-1.95536
T,53.28716,-1.95422
T,53.28691,-1.95406
T,53.28607,-1.95376
T,53.28527,-1.95334
T,53.28518,-1.95296
T,53.28482,-1.95225
T,53.28332,-1.95025
T,53.28262,-1.94947
T,53.28121,-1.94873
T,53.28106,-1.94862
T,53.28071,-1.94826
T,53.27953,-1.94629
T,53.27925,-1.9456
T,53.27868,-1.94496
T,53.27746,-1.94335
T,53.27699,-1.94308
T,53.27651,-1.94264
T,53.27634,-1.94254
T,53.27632,-1.9425
T,53.27616,-1.94234
T,53.27583,-1.94216
T,53.27521,-1.94102
T,53.27406,-1.93972
T,53.27399,-1.93968
T,53.27346,-1.93961
T,53.27334,-1.93955
T,53.27123,-1.93799
T,53.26985,-1.93674
T,53.26976,-1.93674
T,53.26965,-1.93644
T,53.26811,-1.93495
T,53.26735,-1.93396
T,53.26614,-1.93263
T,53.26291,-1.92819
T,53.26251,-1.92716
T,53.26217,-1.92582
T,53.26172,-1.91986
T,53.26167,-1.9197
T,53.26152,-1.91945
T,53.25937,-1.9168
T,53.2593,-1.91659
T,53.25928,-1.91621
T,53.25932,-1.91602
T,53.2591,-1.91601
T,53.25881,-1.91622
T,53.2587,-1.91626
T,53.25859,-1.91626
T,53.25852,-1.91622
T,53.25809,-1.91557
T,53.25796,-1.91523
T,53.2555,-1.91809
T,53.25502,-1.91852
T,53.25433,-1.91894
T,53.25374,-1.91919
T,53.25359,-1.91929
T,53.25352,-1.91925
T,53.25345,-1.91931
T,53.25321,-1.91936
T,53.25324,-1.91971
T,53.25292,-1.91982
T,53.25232,-1.91979
T,53.25263,-1.91605
T,53.25262,-1.9157
T,53.25254,-1.91541
T,53.25134,-1.91284
T,53.25195,-1.91216
T,53.25174,-1.91189
T,53.2514,-1.91158
T,53.25097,-1.91131
T,53.24956,-1.91081
T,53.24919,-1.91058
T,53.24862,-1.91005
T,53.24825,-1.90959
T,53.24795,-1.90906
T,53.24777,-1.90828
T,53.24747,-1.90826
T,53.24731,-1.90821
T,53.24652,-1.90779
T,53.24547,-1.90686
T,53.24538,-1.90681
T,53.24524,-1.90664
T,53.24524,-1.90659
T,53.24523,-1.90659
T,53.24523,-1.90656
T,53.24521,-1.90652
T,53.2452,-1.90652
T,53.2452,-1.90651
T,53.24519,-1.90651
T,53.24519,-1.9065
T,53.24518,-1.9065
T,53.24518,-1.90649
T,53.24516,-1.90649
T,53.24516,-1.90648
T,53.24514,-1.90648
T,53.24513,-1.90649
T,53.24511,-1.90649
T,53.24511,-1.9065
T,53.2451,-1.9065
T,53.2451,-1.90651
T,53.24499,-1.90645
T,53.24477,-1.9064
T,53.24329,-1.90687
T,53.24244,-1.90738
T,53.24225,-1.9074
T,53.24027,-1.90628
T,53.24003,-1.90623
T,53.23993,-1.90626
T,53.23928,-1.90678
T,53.23898,-1.90685
T,53.23864,-1.90681
T,53.23725,-1.90644
T,53.23686,-1.90578
T,53.23492,-1.9016
T,53.23418,-1.89944
T,53.23236,-1.8959
T,53.23213,-1.89533
T,53.23162,-1.89341
T,53.23153,-1.89109
T,53.23015,-1.88533
T,53.22829,-1.8787
T,53.2251,-1.8728
T,53.2248,-1.87238
T,53.22507,-1.87175
T,53.22485,-1.87132
T,53.22429,-1.86968
T,53.22419,-1.86913
T,53.22408,-1.86677
T,53.2238,-1.86524
T,53.22225,-1.86062
T,53.22195,-1.86007
T,53.2217,-1.85972
T,53.22107,-1.85904
T,53.22106,-1.85904
T,53.21997,-1.85746
T,53.21528,-1.85163
T,53.20834,-1.8435
T,53.20797,-1.84275
T,53.20622,-1.83596
T,53.20602,-1.83483
T,53.20583,-1.83493
T,53.20273,-1.83596
T,53.20274,-1.83595
T,53.20277,-1.82899
T,53.20259,-1.82722
T,53.20244,-1.82645
T,53.20193,-1.82467
T,53.2015,-1.82363
T,53.20112,-1.82298
T,53.19709,-1.81758
T,53.19633,-1.81669
T,53.19262,-1.8129
T,53.19183,-1.81192
T,53.19168,-1.81164
T,53.1914,-1.81128
T,53.1914,-1.81127
T,53.19039,-1.81002
T,53.19033,-1.81002
T,53.19024,-1.80997
T,53.19017,-1.80978
T,53.18922,-1.8085
T,53.1886,-1.80796
T,53.18768,-1.8075
T,53.18495,-1.80688
T,53.18465,-1.80677
T,53.18019,-1.80626
T,53.17962,-1.8061
T,53.17889,-1.80567
T,53.1783,-1.80504
T,53.17781,-1.8043
T,53.1774,-1.80339
T,53.17699,-1.80181
T,53.17674,-1.79996
T,53.17633,-1.79828
T,53.17587,-1.79724
T,53.17399,-1.79465
T,53.17357,-1.79373
T,53.17333,-1.79294
T,53.17192,-1.78554
T,53.17169,-1.78477
T,53.17135,-1.78397
T,53.17078,-1.78306
T,53.17038,-1.78257
T,53.17,-1.7822
T,53.16954,-1.78193
T,53.16768,-1.78115
T,53.16699,-1.78095
T,53.16636,-1.7809
T,53.16568,-1.78097
T,53.1622,-1.78221
T,53.16025,-1.78229
T,53.15906,-1.78243
T,53.1586,-1.78262
T,53.15811,-1.78298
T,53.15732,-1.78385
T,53.15616,-1.78578
T,53.15564,-1.7864
T,53.15507,-1.78687
T,53.1543,-1.7872
T,53.15365,-1.78725
T,53.15286,-1.78703
T,53.15226,-1.78666
T,53.15185,-1.78623
T,53.15118,-1.78533
T,53.15082,-1.78461
T,53.15047,-1.78369
T,53.1498,-1.78139
T,53.14947,-1.78051
T,53.14908,-1.77977
T,53.14839,-1.77888
T,53.14772,-1.77835
T,53.14707,-1.7781
T,53.14655,-1.778
T,53.1459,-1.77805
T,53.14374,-1.77918
T,53.14293,-1.77952
T,53.14255,-1.77962
T,53.14209,-1.77966
T,53.14156,-1.7796
T,53.14105,-1.77933
T,53.14068,-1.77907
T,53.14017,-1.77858
T,53.13967,-1.77785
T,53.1393,-1.7771
T,53.13898,-1.77613
T,53.13874,-1.77506
T,53.13819,-1.76963
T,53.1378,-1.76796
T,53.13746,-1.76699
T,53.137,-1.766
T,53.13645,-1.76509
T,53.13594,-1.76444
T,53.13544,-1.76394
T,53.13485,-1.76351
T,53.13423,-1.76319
T,53.13184,-1.76238
T,53.13137,-1.76214
T,53.12941,-1.76043
T,53.1288,-1.76002
T,53.12802,-1.75964
T,53.12733,-1.75945
T,53.12218,-1.7585
T,53.12159,-1.75848
T,53.12129,-1.75852
T,53.12072,-1.7587
T,53.11842,-1.75988
T,53.11509,-1.7618
T,53.11435,-1.76242
T,53.11322,-1.76364
T,53.11222,-1.76432
T,53.11131,-1.76464
T,53.11069,-1.7646
T,53.11032,-1.76447
T,53.10863,-1.76362
T,53.10823,-1.76355
T,53.10771,-1.76357
T,53.1074,-1.76364
T,53.10671,-1.76395
T,53.10632,-1.76427
T,53.10585,-1.76478
T,53.10519,-1.76582
T,53.10179,-1.77394
T,53.10143,-1.77452
T,53.10077,-1.77537
T,53.10019,-1.77593
T,53.09966,-1.7763
T,53.09921,-1.77647
T,53.09865,-1.77657
T,53.09787,-1.77653
T,53.09729,-1.7764
T,53.09676,-1.77617
T,53.09629,-1.77581
T,53.09551,-1.77492
T,53.09371,-1.77216
T,53.09339,-1.77145
T,53.09239,-1.76982
T,53.09195,-1.76923
T,53.09194,-1.76923
T,53.08204,-1.75852
T,53.08142,-1.75752
T,53.08114,-1.75688
T,53.08069,-1.75542
T,53.08045,-1.75389
T,53.08037,-1.75257
T,53.08068,-1.74771
T,53.08066,-1.74676
T,53.0805,-1.7455
T,53.08009,-1.74367
T,53.08008,-1.74366
T,53.08,-1.74331
T,53.07946,-1.74186
T,53.079,-1.74097
T,53.07792,-1.73844
T,53.0734,-1.73204
T,53.07238,-1.73104
T,53.07191,-1.73076
T,53.07113,-1.73043
T,53.07069,-1.73036
T,53.07001,-1.73037
T,53.06896,-1.73068
T,53.06872,-1.73079
T,53.06829,-1.73107
T,53.06779,-1.7315
T,53.06696,-1.73246
T,53.06663,-1.73296
T,53.06593,-1.73456
T,53.06506,-1.73772
T,53.06444,-1.73937
T,53.06415,-1.73993
T,53.0634,-1.74089
T,53.06289,-1.74137
T,53.06198,-1.74177
T,53.06123,-1.74201
T,53.05943,-1.74206
T,53.05827,-1.74231
T,53.05793,-1.74245
T,53.05493,-1.7441
T,53.05469,-1.74429
T,53.05397,-1.74513
T,53.05306,-1.74648
T,53.05232,-1.74801
T,53.05093,-1.75198
T,53.05047,-1.75296
T,53.05014,-1.75351
T,53.04961,-1.75416
T,53.04901,-1.75474
T,53.04884,-1.75486
T,53.04805,-1.75521
T,53.04746,-1.75534
T,53.04642,-1.75534
T,53.04553,-1.75493
T,53.04429,-1.75418
T,53.043,-1.75303
T,53.04223,-1.75182
T,53.04183,-1.75082
T,53.04084,-1.74731
T,53.04013,-1.74586
T,53.03944,-1.74469
T,53.03822,-1.74327
T,53.03715,-1.74259
T,53.03605,-1.74226
T,53.03303,-1.7419
T,53.03259,-1.74192
T,53.02852,-1.74008
T,53.02793,-1.73997
T,53.02739,-1.73996
T,53.02696,-1.7401
T,53.02509,-1.74122
T,53.02388,-1.74156
T,53.02328,-1.74152
T,53.02101,-1.7406
T,53.01951,-1.7396
T,53.01914,-1.73916
T,53.01908,-1.73919
T,53.01905,-1.73919
T,53.01893,-1.73911
T,53.01595,-1.73587
T,53.01582,-1.73579
T,53.01549,-1.73568
T,53.01498,-1.73566
T,53.01446,-1.73595
T,53.01432,-1.73621
T,53.01428,-1.73635
T,53.01376,-1.73705
T,53.01352,-1.73791
T,53.01346,-1.73795
T,53.01341,-1.73795
T,53.01337,-1.73793
T,53.01309,-1.7376
T,53.01271,-1.73849
T,53.01194,-1.7399
T,53.0117,-1.74018
T,53.01118,-1.7406
T,53.01024,-1.74163
T,53.00929,-1.73935
T,53.00948,-1.73829
T,53.0091,-1.73812
T,53.00896,-1.73813
T,53.00921,-1.7348
T,53.00867,-1.73135
T,53.00845,-1.73123
T,53.00828,-1.7312
T,53.00814,-1.73121
T,53.00792,-1.73133
T,53.00773,-1.73022
T,53.00771,-1.72891
T,53.00779,-1.72868
T,53.00785,-1.7286
T,53.00786,-1.72843
T,53.00784,-1.72838
T,53.00778,-1.72834
T,53.00775,-1.72834
T,53.00772,-1.72837
T,53.00748,-1.72835
T,53.00573,-1.72779
T,53.00481,-1.72727
T,53.00447,-1.727
T,53.00424,-1.72687
T,53.00413,-1.72685
T,53.00412,-1.72684
T,53.00395,-1.72684
T,53.00377,-1.7269
T,53.00299,-1.72748
T,53.00272,-1.72779
T,53.00255,-1.72814
T,53.00232,-1.72838
T,53.0019,-1.7286
T,53.00132,-1.7288
T,52.99896,-1.72931
T,52.99815,-1.7294
T,52.99703,-1.72964
T,52.99505,-1.72971
T,52.9946,-1.72981
T,52.9941,-1.72983
T,52.99298,-1.72966
T,52.98998,-1.72883
T,52.98998,-1.72882
T,52.98955,-1.72843
T,52.98832,-1.72758
T,52.98786,-1.72719
T,52.98591,-1.72628
T,52.98577,-1.72616
T,52.98543,-1.72651
T,52.98439,-1.72785
T,52.98394,-1.72822
T,52.98252,-1.72866
T,52.98218,-1.72867
T,52.98098,-1.72843
T,52.98059,-1.7282
T,52.97917,-1.72715
T,52.97877,-1.72658
T,52.97798,-1.72577
T,52.97648,-1.72449
T,52.97558,-1.72407
T,52.97501,-1.72368
T,52.97522,-1.71951
T,52.97371,-1.71299
T,52.97363,-1.71289
T,52.97267,-1.7121
T,52.97193,-1.71132
T,52.97193,-1.71131
T,52.97156,-1.71088
T,52.97067,-1.70911
T,52.97029,-1.70809
T,52.96986,-1.70747
T,52.96961,-1.70724
T,52.96912,-1.70741
T,52.96888,-1.70744
T,52.96837,-1.70732
T,52.96719,-1.70626
T,52.9671,-1.70612
T,52.96669,-1.70501
T,52.96652,-1.70486
T,52.96617,-1.70474
T,52.96552,-1.70466
T,52.96521,-1.70455
T,52.96478,-1.70418
T,52.9646,-1.70411
T,52.96424,-1.70411
T,52.96405,-1.70407
T,52.96382,-1.70389
T,52.96344,-1.70343
T,52.96293,-1.70295
T,52.96172,-1.70218
T,52.96127,-1.70206
T,52.96117,-1.70201
T,52.96116,-1.70213
T,52.96068,-1.70192
T,52.9597,-1.70132
T,52.95931,-1.70114
T,52.95851,-1.70029
T,52.95833,-1.70003
T,52.95825,-1.69979
T,52.95788,-1.69687
T,52.95762,-1.69675
T,52.95734,-1.69671
T,52.95683,-1.69637
T,52.95659,-1.69627
T,52.95628,-1.6962
T,52.95586,-1.69619
T,52.95548,-1.69628
T,52.95529,-1.6964
T,52.95512,-1.6966
T,52.95501,-1.69664
T,52.95492,-1.69664
T,52.95378,-1.69626
T,52.95269,-1.69602
T,52.94978,-1.69471
T,52.94858,-1.69442
T,52.94784,-1.69441
T,52.94729,-1.69458
T,52.94712,-1.6947
T,52.94633,-1.69589
T,52.94632,-1.69589
T,52.94628,-1.69594
T,52.94429,-1.69687
T,52.94359,-1.69735
T,52.9434,-1.6974
T,52.94318,-1.69735
T,52.94267,-1.69711
T,52.94251,-1.69696
T,52.94241,-1.6968
T,52.94211,-1.69573
T,52.94193,-1.69542
T,52.94181,-1.6953
T,52.94167,-1.69525
T,52.9414,-1.69525
T,52.94053,-1.69482
T,52.94015,-1.69476
T,52.93998,-1.69482
T,52.93992,-1.69351
T,52.9395,-1.69197
T,52.93868,-1.68966
T,52.93773,-1.68293
T,52.93774,-1.68129
T,52.9376,-1.68041
T,52.93762,-1.67931
T,52.93805,-1.67703
T,52.9373,-1.67664
T,52.93709,-1.67658
T,52.93643,-1.67621
T,52.9361,-1.67593
T,52.93578,-1.67578
T,52.93447,-1.67567
T,52.93366,-1.67313
T,52.9336,-1.67235
T,52.93387,-1.66923
T,52.93383,-1.66907
T,52.93335,-1.66842
T,52.93313,-1.66797
T,52.92794,-1.66278
T,52.92756,-1.66253
T,52.92464,-1.65952
T,52.92361,-1.65887
T,52.92314,-1.65871
T,52.91914,-1.65658
T,52.91847,-1.65647
T,52.91727,-1.65615
T,52.91672,-1.65619
T,52.91467,-1.65564
T,52.91414,-1.6554
T,52.91387,-1.65522
T,52.91216,-1.65362
T,52.91153,-1.65326
T,52.9093,-1.6528
T,52.90905,-1.65267
T,52.90891,-1.65242
T,52.90885,-1.65224
T,52.90884,-1.65224
T,52.90868,-1.65136
T,52.90873,-1.6495
T,52.90868,-1.64925
T,52.90902,-1.64424
T,52.90899,-1.64408
T,52.90832,-1.64334
T,52.90788,-1.64442
T,52.90776,-1.64455
T,52.90764,-1.6446
T,52.90666,-1.64455
T,52.90557,-1.64435
T,52.90516,-1.64419
T,52.90454,-1.64385
T,52.90351,-1.64301
T,52.90325,-1.64288
T,52.90293,-1.6428
T,52.90221,-1.64234
T,52.90138,-1.64165
T,52.89984,-1.64078
T,52.89889,-1.63998
T,52.89869,-1.63971
T,52.89794,-1.63825
T,52.89737,-1.6369
T,52.89692,-1.63554
T,52.89651,-1.63471
T,52.89645,-1.63427
T,52.8963,-1.63371
T,52.89518,-1.62507
T,52.8946,-1.62345
T,52.89433,-1.62304
T,52.89405,-1.62281
T,52.89305,-1.62223
T,52.89279,-1.62199
T,52.89171,-1.62025
T,52.88942,-1.61717
T,52.88913,-1.61619
T,52.88788,-1.61329
T,52.88657,-1.60934
T,52.88666,-1.60924
T,52.88654,-1.60828
T,52.88655,-1.60802
T,52.88668,-1.60774
T,52.88684,-1.60752
T,52.88754,-1.60587
T,52.88759,-1.60591
T,52.88763,-1.60585
T,52.88786,-1.60521
T,52.88793,-1.60512
T,52.88871,-1.60454
T,52.8911,-1.60194
T,52.89264,-1.59991
T,52.89449,-1.59664
T,52.90841,-1.5668
T,52.90918,-1.56545
T,52.91136,-1.56278
T,52.91216,-1.56166
T,52.91343,-1.5594
T,52.91401,-1.55814
T,52.91758,-1.54897
T,52.91844,-1.54612
T,52.9195,-1.5434
T,52.91962,-1.54237
T,52.91805,-1.5426
T,52.91804,-1.54182
T,52.91851,-1.54001
T,52.91852,-1.5375
T,52.91849,-1.53732
T,52.91801,-1.53624
T,52.9179,-1.53615
T,52.91778,-1.5361
T,52.91756,-1.53614
T,52.91756,-1.53551
T,52.91762,-1.53535
T,52.9177,-1.53527
T,52.91807,-1.53456
T,52.91822,-1.53444
T,52.91833,-1.53419
T,52.91894,-1.53399
T,52.91903,-1.53388
T,52.91908,-1.53373
T,52.91916,-1.53315
T,52.91934,-1.53311
T,52.91941,-1.53301
T,52.91946,-1.53239
T,52.91951,-1.53223
T,52.91966,-1.53203
T,52.9201,-1.53178
T,52.92028,-1.53181
T,52.92042,-1.5318
T,52.92047,-1.53176
T,52.92053,-1.53163
T,52.92047,-1.53016
T,52.92052,-1.53013
T,52.92006,-1.52452
T,52.91997,-1.52422
T,52.91993,-1.52325
T,52.91947,-1.51989
T,52.91948,-1.51976
T,52.91953,-1.51966
T,52.91961,-1.51961
T,52.91999,-1.51958
T,52.92012,-1.51951
T,52.92011,-1.51926
T,52.92025,-1.51811
T,52.92051,-1.51737
T,52.92088,-1.51526
T,52.92091,-1.51522
T,52.92101,-1.51516
T,52.92126,-1.51476
T,52.92262,-1.51361
T,52.92301,-1.51344
T,52.92327,-1.51319
T,52.92336,-1.51295
T,52.92343,-1.51286
T,52.92359,-1.51273
T,52.92403,-1.51255
T,52.92371,-1.51086
T,52.92384,-1.51082
T,52.9243,-1.51093
T,52.92435,-1.51092
T,52.92517,-1.5103
T,52.92528,-1.51013
T,52.92531,-1.50998
T,52.92529,-1.50978
T,52.92549,-1.50992
T,52.92561,-1.50971
T,52.92569,-1.50966
T,52.92614,-1.50911
T,52.92635,-1.50872
T,52.92636,-1.5086
T,52.92629,-1.50859
T,52.92617,-1.50852
T,52.92614,-1.50848
T,52.92609,-1.50829
T,52.92636,-1.50478
T,52.92629,-1.50401
T,52.92612,-1.50311
T,52.92489,-1.49874
T,52.92429,-1.49887
T,52.9242,-1.49714
T,52.92441,-1.49719
T,52.92446,-1.4966
T,52.92444,-1.4959
T,52.92362,-1.49278
T,52.92415,-1.49215
T,52.92405,-1.4918
T,52.92374,-1.49108
T,52.92501,-1.48948
T,52.92461,-1.48755
T,52.92365,-1.48427
T,52.92326,-1.48216
T,52.92296,-1.4812
T,52.92291,-1.48113
T,52.92291,-1.4811
T,52.92243,-1.47991
T,52.92216,-1.4789
T,52.92217,-1.47865
T,52.92197,-1.47859
T,52.92188,-1.47851
T,52.92172,-1.47823
T,52.92162,-1.47786
T,52.9216,-1.4771
T,52.92182,-1.47542
T,52.92193,-1.47526
T,52.92251,-1.47484
T,52.92255,-1.47483
T,52.92258,-1.47485
T,52.92264,-1.47485
T,52.92264,-1.47484
T,52.92268,-1.47482
T,52.92268,-1.47481
T,52.92269,-1.47481
T,52.92273,-1.47474
T,52.92274,-1.47468
T,52.92275,-1.47467
T,52.92274,-1.47452
T,52.92267,-1.4744
T,52.92264,-1.47439
T,52.92264,-1.47438
T,52.92257,-1.47438
T,52.92257,-1.47439
T,52.92253,-1.47441
T,52.92242,-1.47436
T,52.92206,-1.47386
T,52.92186,-1.47333
T,52.92261,-1.47228
T,52.92261,-1.47198
T,52.92274,-1.47163
T,52.9228,-1.47089
T,52.92325,-1.4701
T,52.92328,-1.46995
T,52.92326,-1.46951
T,52.92313,-1.46927
T,52.92298,-1.4685
T,52.9228,-1.46811
T,52.92225,-1.46721
T,52.92096,-1.46596
T,52.92055,-1.46569
T,52.92049,-1.46567
T,52.91995,-1.46564
T,52.91992,-1.46561
T,52.91939,-1.46414
T,52.91837,-1.45998
T,52.91835,-1.45914
T,52.91827,-1.45874
T,52.91825,-1.45748
T,52.9179,-1.4562
