X,Y,OBJECTID,POSTCODE,NO_OF_PROPERTIES,NO_OF_HA_PROPERTIES,F__HA_OF_POSTCODE_TOTAL,NO_OF_OTHER_PROPERTIES,F__OTHER_OF_POSTCODE_TOTAL,ADDRESS,LATITUDE,LONGITUDE,EASTING,NORTHING,CONSTITUENCY,WARD,LSOA,REGION,LSOA_CODE,ROW_NUMBER
-4.33033399959757,55.7990980001607,10028,G46 8UT,29,0,0,29,1,G46 8UT,55.799098,-4.330334,254018,658659,Glasgow South West,Greater Pollok,Darnley East - 04,,S01009761,10429
-4.32824899994165,55.7986519999469,10029,G46 8UW,31,0,0,31,1,G46 8UW,55.798652,-4.328249,254147,658605,Glasgow South West,Greater Pollok,Darnley East - 01,,S01009758,10430
-4.33309100017143,55.7985160001945,10030,G46 8UY,29,0,0,29,1,G46 8UY,55.798516,-4.333091,253843,658600,Glasgow South West,Greater Pollok,Darnley East - 04,,S01009761,10431
-4.23813599970676,55.8397860000161,10031,G5 0AB,22,0,0,22,1,G5 0AB,55.839786,-4.238136,259943,662996,Glasgow Central,Southside Central,Toryglen and Oatlands - 07,,S01010022,10432
-4.23685699996481,55.8392160001385,10032,G5 0AF,18,0,0,18,1,G5 0AF,55.839216,-4.236857,260021,662929,Glasgow Central,Southside Central,Toryglen and Oatlands - 07,,S01010022,10433
-4.22929400004449,55.8399420002252,10033,G5 0AN,1,0,0,1,1,G5 0AN,55.839942,-4.229294,260497,662995,Glasgow Central,Southside Central,Toryglen and Oatlands - 07,,S01010022,10434
-4.23722699986067,55.838697000017,10034,G5 0AP,42,0,0,42,1,G5 0AP,55.838697,-4.237227,259996,662873,Glasgow Central,Southside Central,Toryglen and Oatlands - 07,,S01010022,10435
-4.23521900019765,55.8393439998917,10035,G5 0AR,28,0,0,28,1,G5 0AR,55.839344,-4.235219,260124,662940,Glasgow Central,Southside Central,Toryglen and Oatlands - 07,,S01010022,10436
-4.23848999970912,55.8387280000195,10036,G5 0AS,28,0,0,28,1,G5 0AS,55.838728,-4.23849,259917,662879,Glasgow Central,Southside Central,Toryglen and Oatlands - 07,,S01010022,10437
-4.23774300024472,55.8385080001501,10037,G5 0AT,24,0,0,24,1,G5 0AT,55.838508,-4.237743,259963,662853,Glasgow Central,Southside Central,Toryglen and Oatlands - 07,,S01010022,10438
-4.23693800015565,55.8383960001878,10038,G5 0AU,24,0,0,24,1,G5 0AU,55.838396,-4.236938,260013,662838,Glasgow Central,Southside Central,Toryglen and Oatlands - 07,,S01010022,10439
-4.23609200005876,55.8384030001634,10039,G5 0AX,28,0,0,28,1,G5 0AX,55.838403,-4.236092,260066,662837,Glasgow Central,Southside Central,Toryglen and Oatlands - 07,,S01010022,10440
-4.23411399963465,55.8390049999053,10040,G5 0AZ,27,0,0,27,1,G5 0AZ,55.839005,-4.234114,260192,662900,Glasgow Central,Southside Central,Toryglen and Oatlands - 07,,S01010022,10441
-4.24691299997006,55.8474089998048,10041,G5 0BE,56,0,0,56,1,G5 0BE,55.847409,-4.246913,259421,663862,Glasgow Central,Southside Central,Gorbals and Hutchesontown - 05,,S01010027,10442
-4.24674200026584,55.8478030000159,10042,G5 0BF,12,0,0,12,1,G5 0BF,55.847803,-4.246742,259433,663905,Glasgow Central,Southside Central,Gorbals and Hutchesontown - 05,,S01010027,10443
-4.2312239998897,55.8387520000859,10043,G5 0BJ,1,0,0,1,1,G5 0BJ,55.838752,-4.231224,260372,662866,Glasgow Central,Southside Central,Toryglen and Oatlands - 07,,S01010022,10444
-4.24957199973633,55.8478499999831,10044,G5 0BX,22,10,0,12,1,G5 0BX,55.84785,-4.249572,259256,663916,Glasgow Central,Southside Central,Gorbals and Hutchesontown - 05,,S01010027,10445
-4.23383099977742,55.8385249998955,10045,G5 0DJ,40,0,0,40,1,G5 0DJ,55.838525,-4.233831,260208,662846,Glasgow Central,Southside Central,Toryglen and Oatlands - 07,,S01010022,10446
-4.23517700036485,55.8383299999959,10046,G5 0GT,30,0,0,30,1,G5 0GT,55.83833,-4.235177,260123,662828,Glasgow Central,Southside Central,Toryglen and Oatlands - 07,,S01010022,10447
-4.23511899974023,55.8387170000052,10047,G5 0GU,12,0,0,12,1,G5 0GU,55.838717,-4.235119,260128,662870,Glasgow Central,Southside Central,Toryglen and Oatlands - 07,,S01010022,10448
-4.23488100008886,55.8390089999729,10048,G5 0GW,8,0,0,8,1,G5 0GW,55.839009,-4.234881,260144,662902,Glasgow Central,Southside Central,Toryglen and Oatlands - 07,,S01010022,10449
-4.24283399999652,55.8445760001916,10049,G5 0NX,30,23,1,7,0,G5 0NX,55.844576,-4.242834,259666,663538,Glasgow Central,Southside Central,Gorbals and Hutchesontown - 01,,S01010023,10502
-4.23472799992799,55.839138000169,10050,G5 0GX,17,0,0,17,1,G5 0GX,55.839138,-4.234728,260154,662917,Glasgow Central,Southside Central,Toryglen and Oatlands - 07,,S01010022,10450
-4.23346400025463,55.8390980001109,10051,G5 0GY,44,0,0,44,1,G5 0GY,55.839098,-4.233464,260233,662910,Glasgow Central,Southside Central,Toryglen and Oatlands - 07,,S01010022,10451
-4.2394820002942,55.8415319997511,10052,G5 0GZ,46,0,0,46,1,G5 0GZ,55.841532,-4.239482,259865,663193,Glasgow Central,Southside Central,Toryglen and Oatlands - 07,,S01010022,10452
-4.23708700011859,55.8418590000722,10053,G5 0HB,74,0,0,74,1,G5 0HB,55.841859,-4.237087,260016,663224,Glasgow Central,Southside Central,Toryglen and Oatlands - 07,,S01010022,10453
-4.23814800030065,55.8416640002488,10054,G5 0HF,68,0,0,68,1,G5 0HF,55.841664,-4.238148,259949,663204,Glasgow Central,Southside Central,Toryglen and Oatlands - 07,,S01010022,10454
-4.23650899981026,55.8412579998398,10055,G5 0HG,44,2,0,42,1,G5 0HG,55.841258,-4.236509,260050,663156,Glasgow Central,Southside Central,Toryglen and Oatlands - 07,,S01010022,10455
-4.2394250003928,55.8408630001497,10056,G5 0HP,42,41,1,1,0,G5 0HP,55.840863,-4.239425,259866,663118,Glasgow Central,Southside Central,Toryglen and Oatlands - 07,,S01010022,10456
-4.23580500000356,55.8415129999024,10057,G5 0HT,6,0,0,6,1,G5 0HT,55.841513,-4.235805,260095,663183,Glasgow Central,Southside Central,Toryglen and Oatlands - 07,,S01010022,10457
-4.2365110003584,55.8415640002186,10058,G5 0HY,4,0,0,4,1,G5 0HY,55.841564,-4.236511,260051,663190,Glasgow Central,Southside Central,Toryglen and Oatlands - 07,,S01010022,10458
-4.23746200003732,55.8416849999198,10059,G5 0HZ,4,0,0,4,1,G5 0HZ,55.841685,-4.237462,259992,663205,Glasgow Central,Southside Central,Toryglen and Oatlands - 07,,S01010022,10459
-4.24213199983965,55.841271999768,10060,G5 0JA,64,60,1,4,0,G5 0JA,55.841272,-4.242132,259698,663169,Glasgow Central,Southside Central,Toryglen and Oatlands - 07,,S01010022,10460
-4.24161600035393,55.8411919999665,10061,G5 0JB,44,26,1,18,0,G5 0JB,55.841192,-4.241616,259730,663159,Glasgow Central,Southside Central,Toryglen and Oatlands - 07,,S01010022,10461
-4.24181800002028,55.8402539997745,10062,G5 0JD,28,28,1,0,0,G5 0JD,55.840254,-4.241818,259714,663055,Glasgow Central,Southside Central,Toryglen and Oatlands - 07,,S01010022,10462
-4.24830700023807,55.8472029999476,10063,G5 0JE,4,4,1,0,0,G5 0JE,55.847203,-4.248307,259333,663841,Glasgow Central,Southside Central,Gorbals and Hutchesontown - 05,,S01010027,10463
-4.24891200031055,55.8472060001223,10064,G5 0JF,32,32,1,0,0,G5 0JF,55.847206,-4.248912,259295,663843,Glasgow Central,Southside Central,Gorbals and Hutchesontown - 05,,S01010027,10464
-4.24471899963589,55.8443079998351,10065,G5 0JG,137,137,1,0,0,G5 0JG,55.844308,-4.244719,259547,663512,Glasgow Central,Southside Central,Gorbals and Hutchesontown - 01,,S01010023,10465
-4.24471899963589,55.8443079998351,10066,G5 0JH,1,1,1,0,0,G5 0JH,55.844308,-4.244719,259547,663512,Glasgow Central,Southside Central,Gorbals and Hutchesontown - 01,,S01010023,10466
-4.2438259996833,55.8440639999664,10067,G5 0JT,132,132,1,0,0,G5 0JT,55.844064,-4.243826,259602,663483,Glasgow Central,Southside Central,Gorbals and Hutchesontown - 07,,S01010029,10467
-4.2438259996833,55.8440639999664,10068,G5 0JU,3,3,1,0,0,G5 0JU,55.844064,-4.243826,259602,663483,Glasgow Central,Southside Central,Gorbals and Hutchesontown - 07,,S01010029,10468
-4.2438259996833,55.8440639999664,10069,G5 0JX,1,1,1,0,0,G5 0JX,55.844064,-4.243826,259602,663483,Glasgow Central,Southside Central,Gorbals and Hutchesontown - 07,,S01010029,10469
-4.24252699984986,55.843691999931,10070,G5 0JZ,36,20,1,16,0,G5 0JZ,55.843692,-4.242527,259682,663439,Glasgow Central,Southside Central,Gorbals and Hutchesontown - 01,,S01010023,10470
-4.24168800032396,55.8438240001557,10071,G5 0LA,32,25,1,7,0,G5 0LA,55.843824,-4.241688,259735,663452,Glasgow Central,Southside Central,Gorbals and Hutchesontown - 01,,S01010023,10471
-4.24120700010002,55.84434500019,10072,G5 0LB,62,57,1,5,0,G5 0LB,55.844345,-4.241207,259767,663509,Glasgow Central,Southside Central,Gorbals and Hutchesontown - 01,,S01010023,10472
-4.24054500012611,55.8400519997895,10073,G5 0LE,28,12,0,16,1,G5 0LE,55.840052,-4.240545,259793,663030,Glasgow Central,Southside Central,Toryglen and Oatlands - 07,,S01010022,10473
-4.24072599987608,55.8420980002238,10074,G5 0LF,44,0,0,44,1,G5 0LF,55.842098,-4.240726,259789,663258,Glasgow Central,Southside Central,Toryglen and Oatlands - 07,,S01010022,10474
-4.24262599958405,55.8429170001084,10075,G5 0LG,48,22,0,26,1,G5 0LG,55.842917,-4.242626,259673,663353,Glasgow Central,Southside Central,Toryglen and Oatlands - 07,,S01010022,10475
-4.24394399968406,55.8419489999324,10076,G5 0LH,20,16,1,4,0,G5 0LH,55.841949,-4.243944,259587,663248,Glasgow Central,Southside Central,Toryglen and Oatlands - 07,,S01010022,10476
-4.2392429999196,55.8404800002318,10077,G5 0LJ,19,0,0,19,1,G5 0LJ,55.84048,-4.239243,259876,663075,Glasgow Central,Southside Central,Toryglen and Oatlands - 07,,S01010022,10477
-4.23852300021939,55.8420790001473,10078,G5 0LN,43,0,0,43,1,G5 0LN,55.842079,-4.238523,259927,663251,Glasgow Central,Southside Central,Toryglen and Oatlands - 07,,S01010022,10478
-4.24302899999019,55.8424150000235,10079,G5 0LQ,42,17,0,25,1,G5 0LQ,55.842415,-4.243029,259646,663298,Glasgow Central,Southside Central,Toryglen and Oatlands - 07,,S01010022,10479
-4.23841199989131,55.8401399998221,10080,G5 0LR,28,0,0,28,1,G5 0LR,55.84014,-4.238412,259927,663035,Glasgow Central,Southside Central,Toryglen and Oatlands - 07,,S01010022,10480
-4.23894300034396,55.8394159999145,10081,G5 0LS,8,0,0,8,1,G5 0LS,55.839416,-4.238943,259891,662956,Glasgow Central,Southside Central,Toryglen and Oatlands - 07,,S01010022,10481
-4.24371400042861,55.8470940000001,10082,G5 0LT,1,1,1,0,0,G5 0LT,55.847094,-4.243714,259620,663820,Glasgow Central,Southside Central,Gorbals and Hutchesontown - 02,,S01010024,10482
-4.24027700033751,55.8395629998202,10083,G5 0LW,28,0,0,28,1,G5 0LW,55.839563,-4.240277,259808,662975,Glasgow Central,Southside Central,Toryglen and Oatlands - 07,,S01010022,10483
-4.23757900021318,55.8403889997638,10084,G5 0LX,40,0,0,40,1,G5 0LX,55.840389,-4.237579,259980,663061,Glasgow Central,Southside Central,Toryglen and Oatlands - 07,,S01010022,10484
-4.23678900019275,55.8399719999997,10085,G5 0LY,24,0,0,24,1,G5 0LY,55.839972,-4.236789,260028,663013,Glasgow Central,Southside Central,Toryglen and Oatlands - 07,,S01010022,10485
-4.23596099963917,55.8397349998896,10086,G5 0LZ,28,0,0,28,1,G5 0LZ,55.839735,-4.235961,260079,662985,Glasgow Central,Southside Central,Toryglen and Oatlands - 07,,S01010022,10486
-4.24284499986718,55.8478200002359,10087,G5 0NA,68,68,1,0,0,G5 0NA,55.84782,-4.242845,259677,663899,Glasgow Central,Southside Central,Gorbals and Hutchesontown - 02,,S01010024,10487
-4.24240399982619,55.8470999998617,10088,G5 0ND,48,41,1,7,0,G5 0ND,55.8471,-4.242404,259702,663818,Glasgow Central,Southside Central,Gorbals and Hutchesontown - 02,,S01010024,10488
-4.2413329995984,55.8470519999341,10089,G5 0NE,12,12,1,0,0,G5 0NE,55.847052,-4.241333,259769,663810,Glasgow Central,Southside Central,Gorbals and Hutchesontown - 02,,S01010024,10489
-4.24247400014641,55.8474859997722,10090,G5 0NF,10,10,1,0,0,G5 0NF,55.847486,-4.242474,259699,663861,Glasgow Central,Southside Central,Gorbals and Hutchesontown - 02,,S01010024,10490
-4.2410029998855,55.8469099999273,10091,G5 0NH,16,16,1,0,0,G5 0NH,55.84691,-4.241003,259789,663794,Glasgow Central,Southside Central,Gorbals and Hutchesontown - 02,,S01010024,10491
-4.24190500005891,55.8464480000662,10092,G5 0NJ,42,38,1,4,0,G5 0NJ,55.846448,-4.241905,259731,663744,Glasgow Central,Southside Central,Gorbals and Hutchesontown - 06,,S01010028,10492
-4.24019600014666,55.8462060001809,10093,G5 0NL,35,33,1,2,0,G5 0NL,55.846206,-4.240196,259837,663714,Glasgow Central,Southside Central,Gorbals and Hutchesontown - 02,,S01010024,10493
-4.24065100043131,55.8460719998005,10094,G5 0NN,36,31,1,5,0,G5 0NN,55.846072,-4.240651,259808,663700,Glasgow Central,Southside Central,Gorbals and Hutchesontown - 02,,S01010024,10494
-4.24139100022303,55.8447640001971,10095,G5 0NP,32,22,1,10,0,G5 0NP,55.844764,-4.241391,259757,663556,Glasgow Central,Southside Central,Gorbals and Hutchesontown - 06,,S01010028,10495
-4.2418120001725,55.8476009999176,10096,G5 0NQ,1,1,1,0,0,G5 0NQ,55.847601,-4.241812,259741,663873,Glasgow Central,Southside Central,Gorbals and Hutchesontown - 02,,S01010024,10496
-4.24075900038635,55.8457190001401,10097,G5 0NR,36,34,1,2,0,G5 0NR,55.845719,-4.240759,259800,663661,Glasgow Central,Southside Central,Gorbals and Hutchesontown - 06,,S01010028,10497
-4.24145899999508,55.8456799998895,10098,G5 0NS,18,15,1,3,0,G5 0NS,55.84568,-4.241459,259756,663658,Glasgow Central,Southside Central,Gorbals and Hutchesontown - 06,,S01010028,10498
-4.24090199960317,55.8454379997618,10099,G5 0NT,18,18,1,0,0,G5 0NT,55.845438,-4.240902,259790,663630,Glasgow Central,Southside Central,Gorbals and Hutchesontown - 06,,S01010028,10499
-4.24151300042177,55.845219999749,10100,G5 0NU,25,18,1,7,0,G5 0NU,55.84522,-4.241513,259751,663607,Glasgow Central,Southside Central,Gorbals and Hutchesontown - 06,,S01010028,10500
-4.24064700023337,55.8451640001452,10101,G5 0NW,18,16,1,2,0,G5 0NW,55.845164,-4.240647,259805,663599,Glasgow Central,Southside Central,Gorbals and Hutchesontown - 06,,S01010028,10501
-4.3081169998397,55.8507290000555,10102,G51 2LD,24,16,1,8,0,G51 2LD,55.850729,-4.308117,255602,664357,Glasgow South West,Govan,Ibrox East and Cessnock - 03,,S01009864,10803
-4.33109500020397,55.8099679998166,10103,G46 8DR,48,48,1,0,0,G46 8DR,55.809968,-4.331095,254011,659870,Glasgow South West,Newlands/Auldburn,Darnley East - 02,,S01009759,10303
-4.30746900010949,55.8511190000639,10104,G51 2LE,29,5,0,24,1,G51 2LE,55.851119,-4.307469,255644,664399,Glasgow South West,Govan,Ibrox East and Cessnock - 03,,S01009864,10804
-4.24226800028209,55.8447390001897,10105,G5 0NY,27,8,0,19,1,G5 0NY,55.844739,-4.242268,259702,663555,Glasgow Central,Southside Central,Gorbals and Hutchesontown - 01,,S01010023,10503
-4.30597500028239,55.8509759998261,10106,G51 2LF,48,0,0,48,1,G51 2LF,55.850976,-4.305975,255737,664380,Glasgow South West,Govan,Ibrox East and Cessnock - 03,,S01009864,10805
-4.24212000014409,55.8460130001489,10107,G5 0NZ,30,26,1,4,0,G5 0NZ,55.846013,-4.24212,259716,663696,Glasgow Central,Southside Central,Gorbals and Hutchesontown - 06,,S01010028,10504
-4.24339100038843,55.8459000000278,10108,G5 0PA,1,0,0,1,1,G5 0PA,55.8459,-4.243391,259636,663686,Glasgow Central,Southside Central,Gorbals and Hutchesontown - 06,,S01010028,10505
-4.3088909999666,55.8637730002106,10109,G51 2LH,14,9,1,5,0,G51 2LH,55.863773,-4.308891,255602,665810,Glasgow South West,Govan,Ibrox - 02,,S01009860,10806
-4.31758899968882,55.8643830002431,10110,G51 3EA,27,26,1,1,0,G51 3EA,55.864383,-4.317589,255060,665896,Glasgow South West,Govan,Govan and Linthouse - 05,,S01009845,10903
-4.28214599979829,55.8562920002034,10111,G51 1HQ,40,0,0,40,1,G51 1HQ,55.856292,-4.282146,257248,664922,Glasgow Central,Govan,Kinning Park and Festival Park - 02,,S01009867,10702
-4.26852600037864,55.853460999913,10112,G5 8JZ,25,0,0,25,1,G5 8JZ,55.853461,-4.268526,258090,664579,Glasgow Central,Govan,Laurieston and Tradeston - 06,,S01010036,10602
-4.31774900042071,55.864649000076,10113,G51 3EB,26,26,1,0,0,G51 3EB,55.864649,-4.317749,255051,665926,Glasgow South West,Govan,Govan and Linthouse - 05,,S01009845,10904
-4.24270099992712,55.8453239998798,10114,G5 0PE,38,37,1,1,0,G5 0PE,55.845324,-4.242701,259677,663621,Glasgow Central,Southside Central,Gorbals and Hutchesontown - 06,,S01010028,10506
-4.32931000012372,55.809470999992,10115,G46 8DS,56,54,1,2,0,G46 8DS,55.809471,-4.32931,254121,659811,Glasgow South West,Newlands/Auldburn,Darnley East - 02,,S01009759,10304
-4.31834299972424,55.8646829998854,10116,G51 3ED,26,19,1,7,0,G51 3ED,55.864683,-4.318343,255014,665931,Glasgow South West,Govan,Govan and Linthouse - 05,,S01009845,10905
-4.24473200005469,55.8495199998175,10117,G5 0PH,25,16,1,9,0,G5 0PH,55.84952,-4.244732,259565,664092,Glasgow Central,Southside Central,Gorbals and Hutchesontown - 03,,S01010025,10507
-4.26809000036057,55.8536489998058,10118,G5 8LB,35,0,0,35,1,G5 8LB,55.853649,-4.26809,258118,664599,Glasgow Central,Govan,Laurieston and Tradeston - 06,,S01010036,10603
-4.2833640003392,55.8563589999771,10119,G51 1HR,71,0,0,71,1,G51 1HR,55.856359,-4.283364,257172,664932,Glasgow Central,Govan,Kinning Park and Festival Park - 02,,S01009867,10703
-4.30881899999657,55.8631100001662,10120,G51 2LJ,68,52,1,16,0,G51 2LJ,55.86311,-4.308819,255604,665736,Glasgow South West,Govan,Ibrox - 02,,S01009860,10807
-4.27949700007777,55.8541750001611,10121,G51 1HS,38,31,1,7,0,G51 1HS,55.854175,-4.279497,257406,664681,Glasgow Central,Govan,Kinning Park and Festival Park - 02,,S01009867,10704
-4.24405800038522,55.85002699986,10122,G5 0PJ,44,31,1,13,0,G5 0PJ,55.850027,-4.244058,259609,664147,Glasgow Central,Southside Central,Gorbals and Hutchesontown - 03,,S01010025,10508
-4.32869900020346,55.808831000088,10123,G46 8DT,27,23,1,4,0,G46 8DT,55.808831,-4.328699,254157,659738,Glasgow South West,Newlands/Auldburn,Darnley East - 02,,S01009759,10305
-4.31851500015168,55.86489600009,10124,G51 3EE,26,21,1,5,0,G51 3EE,55.864896,-4.318515,255004,665955,Glasgow South West,Govan,Govan and Linthouse - 05,,S01009845,10906
-4.30729699968204,55.8619609998703,10125,G51 2LL,56,46,1,10,0,G51 2LL,55.861961,-4.307297,255695,665605,Glasgow South West,Govan,Ibrox - 02,,S01009860,10808
-4.27530099992837,55.855343999813,10126,G5 8NP,2,0,0,2,1,G5 8NP,55.855344,-4.275301,257673,664802,Glasgow Central,Govan,Laurieston and Tradeston - 01,,S01010031,10604
-4.30880200027813,55.8625440001469,10127,G51 2LN,44,36,1,8,0,G51 2LN,55.862544,-4.308802,255603,665673,Glasgow South West,Govan,Ibrox - 02,,S01009860,10809
-4.28437899959221,55.8526680001911,10128,G51 1JQ,19,0,0,19,1,G51 1JQ,55.852668,-4.284379,257095,664523,Glasgow Central,Govan,Kinning Park and Festival Park - 03,,S01009868,10705
-4.28453099992818,55.8531019998467,10129,G51 1JT,30,0,0,30,1,G51 1JT,55.853102,-4.284531,257087,664572,Glasgow Central,Govan,Kinning Park and Festival Park - 01,,S01009866,10706
-4.28083899956894,55.8536289999355,10130,G51 1JW,26,0,0,26,1,G51 1JW,55.853629,-4.280839,257320,664623,Glasgow Central,Govan,Kinning Park and Festival Park - 02,,S01009867,10707
-4.28181299971238,55.8538889999672,10131,G51 1JY,14,14,1,0,0,G51 1JY,55.853889,-4.281813,257260,664654,Glasgow Central,Govan,Kinning Park and Festival Park - 02,,S01009867,10708
-4.28109100036233,55.8541090000316,10132,G51 1JZ,72,6,0,66,1,G51 1JZ,55.854109,-4.281091,257306,664677,Glasgow Central,Govan,Kinning Park and Festival Park - 02,,S01009867,10709
-4.27955599962901,55.8538139998554,10133,G51 1LE,15,0,0,15,1,G51 1LE,55.853814,-4.279556,257401,664641,Glasgow Central,Govan,Kinning Park and Festival Park - 02,,S01009867,10710
-4.2795690000478,55.8534899999477,10134,G51 1LF,18,0,0,18,1,G51 1LF,55.85349,-4.279569,257399,664605,Glasgow Central,Govan,Kinning Park and Festival Park - 02,,S01009867,10711
-4.28531900029877,55.853734000148,10135,G51 1LL,14,0,0,14,1,G51 1LL,55.853734,-4.285319,257040,664644,Glasgow Central,Govan,Kinning Park and Festival Park - 01,,S01009866,10712
-4.28227999969259,55.8531019998467,10136,G51 1LQ,28,10,0,18,1,G51 1LQ,55.853102,-4.28228,257228,664567,Glasgow Central,Govan,Kinning Park and Festival Park - 02,,S01009867,10713
-4.30599700002367,55.8623989997663,10137,G51 2LP,72,45,1,27,0,G51 2LP,55.862399,-4.305997,255778,665651,Glasgow South West,Govan,Ibrox - 02,,S01009860,10810
-4.29494400030879,55.8516670001446,10138,G51 1LR,36,0,0,36,1,G51 1LR,55.851667,-4.294944,256430,664434,Glasgow Central,Govan,Kingston West and Dumbreck - 02,,S01009872,10714
-4.32816100007809,55.8083739997786,10139,G46 8DU,16,15,1,1,0,G46 8DU,55.808374,-4.328161,254189,659686,Glasgow South West,Newlands/Auldburn,Darnley East - 03,,S01009760,10306
-4.30481700001594,55.8621870001616,10140,G51 2LS,56,36,1,20,0,G51 2LS,55.862187,-4.304817,255851,665625,Glasgow South West,Govan,Ibrox - 02,,S01009860,10811
-4.29668900020609,55.8514640000091,10141,G51 1LS,36,0,0,36,1,G51 1LS,55.851464,-4.296689,256320,664415,Glasgow Central,Govan,Kingston West and Dumbreck - 02,,S01009872,10715
-4.27007399973413,55.8531449998356,10142,G5 8PN,44,0,0,44,1,G5 8PN,55.853145,-4.270074,257992,664547,Glasgow Central,Govan,Laurieston and Tradeston - 01,,S01010031,10605
-4.243839999927,55.8503909999754,10143,G5 0PL,74,73,1,1,0,G5 0PL,55.850391,-4.24384,259624,664187,Glasgow Central,Southside Central,Gorbals and Hutchesontown - 03,,S01010025,10509
-4.31788099976687,55.8649879997509,10144,G51 3EF,45,42,1,3,0,G51 3EF,55.864988,-4.317881,255044,665964,Glasgow South West,Govan,Govan and Linthouse - 05,,S01009845,10907
-4.29203199992422,55.8518749999189,10145,G51 1LU,23,0,0,23,1,G51 1LU,55.851875,-4.292032,256613,664451,Glasgow Central,Govan,Kinning Park and Festival Park - 04,,S01009869,10716
-4.27783300037136,55.8538729997673,10146,G5 8RE,31,0,0,31,1,G5 8RE,55.853873,-4.277833,257509,664644,Glasgow Central,Govan,Laurieston and Tradeston - 01,,S01010031,10606
-4.33068900032313,55.8085199998653,10147,G46 8DW,12,10,1,2,0,G46 8DW,55.80852,-4.330689,254031,659708,Glasgow South West,Newlands/Auldburn,Darnley East - 02,,S01009759,10307
-4.30718399970412,55.8627539999995,10148,G51 2LW,40,26,1,14,0,G51 2LW,55.862754,-4.307184,255705,665693,Glasgow South West,Govan,Ibrox - 02,,S01009860,10812
-4.31885400008541,55.8625339999816,10149,G51 3ET,4,4,1,0,0,G51 3ET,55.862534,-4.318854,254974,665693,Glasgow South West,Govan,Govan and Linthouse - 06,,S01009846,10908
-4.243839999927,55.8503909999754,10150,G5 0PN,3,3,1,0,0,G5 0PN,55.850391,-4.24384,259624,664187,Glasgow Central,Southside Central,Gorbals and Hutchesontown - 03,,S01010025,10510
-4.29309700030427,55.851773999993,10151,G51 1LX,30,0,0,30,1,G51 1LX,55.851774,-4.293097,256546,664442,Glasgow Central,Govan,Kinning Park and Festival Park - 04,,S01009869,10717
-4.27808500026642,55.8535270001345,10152,G5 8RJ,4,0,0,4,1,G5 8RJ,55.853527,-4.278085,257492,664606,Glasgow Central,Govan,Laurieston and Tradeston - 01,,S01010031,10607
-4.32895100009852,55.8077350000754,10153,G46 8DX,16,15,1,1,0,G46 8DX,55.807735,-4.328951,254137,659617,Glasgow South West,Newlands/Auldburn,Darnley East - 03,,S01009760,10308
-4.30132999969608,55.8567340002426,10154,G51 2LY,3,0,0,3,1,G51 2LY,55.856734,-4.30133,256049,665011,Glasgow South West,Govan,Ibrox East and Cessnock - 01,,S01009862,10813
-4.31710699963998,55.8637990002091,10155,G51 3EW,9,0,0,9,1,G51 3EW,55.863799,-4.317107,255088,665830,Glasgow South West,Govan,Govan and Linthouse - 04,,S01009844,10909
-4.29154800022554,55.8515239999062,10156,G51 1LY,42,0,0,42,1,G51 1LY,55.851524,-4.291548,256642,664411,Glasgow Central,Govan,Kinning Park and Festival Park - 04,,S01009869,10718
-4.24345499996254,55.8495349997944,10157,G5 0PP,75,74,1,1,0,G5 0PP,55.849535,-4.243455,259645,664091,Glasgow Central,Southside Central,Gorbals and Hutchesontown - 04,,S01010026,10511
-4.29025199986685,55.8520009999777,10158,G51 1NB,33,0,0,33,1,G51 1NB,55.852001,-4.290252,256725,664461,Glasgow Central,Govan,Kinning Park and Festival Park - 04,,S01009869,10719
-4.25991599962166,55.8490490001212,10159,G5 9AA,20,20,1,0,0,G5 9AA,55.849049,-4.259916,258613,664070,Glasgow Central,Southside Central,Laurieston and Tradeston - 04,,S01010034,10608
-4.32965099970725,55.8079639998849,10160,G46 8DY,56,53,1,3,0,G46 8DY,55.807964,-4.329651,254094,659644,Glasgow South West,Newlands/Auldburn,Darnley East - 02,,S01009759,10309
-4.30176599971419,55.857607000147,10161,G51 2NA,49,24,0,25,1,G51 2NA,55.857607,-4.301766,256025,665109,Glasgow South West,Govan,Ibrox - 01,,S01009859,10814
-4.24345499996254,55.8495349997944,10162,G5 0PR,2,2,1,0,0,G5 0PR,55.849535,-4.243455,259645,664091,Glasgow Central,Southside Central,Gorbals and Hutchesontown - 04,,S01010026,10512
-4.32963700036188,55.8079590000996,10163,G46 8DZ,48,46,1,2,0,G46 8DZ,55.807959,-4.329637,254095,659643,Glasgow South West,Newlands/Auldburn,Darnley East - 02,,S01009759,10310
-4.28857899993958,55.8520869998233,10164,G51 1ND,16,0,0,16,1,G51 1ND,55.852087,-4.288579,256830,664467,Glasgow Central,Govan,Kinning Park and Festival Park - 03,,S01009868,10720
-4.25944199996873,55.8488689997834,10165,G5 9AD,24,24,1,0,0,G5 9AD,55.848869,-4.259442,258642,664049,Glasgow Central,Southside Central,Laurieston and Tradeston - 04,,S01010034,10609
-4.31693099991288,55.8624450000604,10166,G51 3EX,33,33,1,0,0,G51 3EX,55.862445,-4.316931,255094,665679,Glasgow South West,Govan,Govan and Linthouse - 04,,S01009844,10910
