X,Y,OBJECTID,ACCIDENT_INDEX,POLICE_FORCE,ACCIDENT_SEVERITY,NUMBER_OF_VEHICLES,NUMBER_OF_CASUALTIES,DATE_,DAY_OF_WEEK,TIME,LOCAL_AUTHORITY__DISTRICT_,LOCAL_AUTHORITY__HIGHWAY_,ROAD_TYPE,SPEED_LIMIT,JUNCTION_DETAIL,JUNCTION_CONTROL,PEDESTRIAN_CROSSING_HUMAN_CONT,PEDESTRIAN_CROSSING_PHYSICAL_F,LIGHT_CONDITIONS,WEATHER_CONDITIONS,ROAD_SURFACE_CONDITIONS,SPECIAL_CONDITIONS_AT_SITE,CARRIAGEWAY_HAZARDS,URBAN_OR_RURAL_AREA,DID_POLICE_OFFICER_ATTEND_SCEN,LOCATION_EASTING_OSGR,LOCATION_NORTHING_OSGR,LONGITUDE,LATITUDE,CASUALITY_TYPE,FIRST_ROAD_CLASS,FIRST_ROAD_NUMBER,SECOND_ROAD_CLASS,SECOND_ROAD_NUMBER
-4.271825821,55.91595602,6447,2.02199E+12,Police Scotland,Slight,2,1,2021/02/19 00:00:00+00,Friday,2001/01/01 15:00:00+00,Glasgow ,Glasgow ,Single carriageway,60,T or staggered junction,Give way or uncontrolled,None within 50 metres,No physical crossing facilities within 50 metres,Daylight,Raining no high winds,Wet or damp,None,None,Rural,Yes,258111,671540,-4.271826,55.915956,Car occupant,Unclassified,0,A,879
-4.199728815,55.87775803,6448,2.02199E+12,Police Scotland,Fatal,2,1,2021/02/22 00:00:00+00,Monday,2001/01/01 16:13:00+00,Glasgow ,Glasgow ,Single carriageway,30,Private drive or entrance,,None within 50 metres,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,No,262481,667144,-4.199729,55.877758,Motorcycle over 500cc rider or passenger,B,765,Unclassified,0
-4.214742812,55.86656903,6449,2.02199E+12,Police Scotland,Slight,2,1,2021/02/22 00:00:00+00,Monday,2001/01/01 18:50:00+00,Glasgow ,Glasgow ,Slip road,30,Other junction,Give way or uncontrolled,None within 50 metres,No physical crossing facilities within 50 metres,Darkness - lights lit,Fine no high winds,Dry,None,None,Urban,Yes,261502,665929,-4.214743,55.866569,Car occupant,Motorway,8,Unclassified,0
-4.365984813,55.89274602,6450,2.02199E+12,Police Scotland,Serious,2,1,2021/02/12 00:00:00+00,Friday,2001/01/01 20:00:00+00,Glasgow ,Glasgow ,Single carriageway,30,Not at junction or within 20 metres,,None within 50 metres,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",Darkness - lights lit,Fine no high winds,Dry,None,None,Urban,No,252139,669155,-4.365985,55.892746,Cyclist,Unclassified,0,Not at juncti,-1
-4.208743811,55.87435203,6451,2.02199E+12,Police Scotland,Serious,2,1,2021/02/23 00:00:00+00,Tuesday,2001/01/01 20:40:00+00,Glasgow ,Glasgow ,Single carriageway,30,T or staggered junction,Give way or uncontrolled,None within 50 metres,No physical crossing facilities within 50 metres,Darkness - lights lit,Fine no high winds,Wet or damp,None,None,Urban,Yes,261905,666783,-4.208744,55.874352,Pedestrian,Unclassified,0,Unclassified,0
-4.264752807,55.89591902,6452,2.02199E+12,Police Scotland,Serious,2,1,2021/02/26 00:00:00+00,Friday,2001/01/01 14:30:00+00,Glasgow ,Glasgow ,Single carriageway,30,Not at junction or within 20 metres,,None within 50 metres,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",Daylight,Fine no high winds,Dry,None,None,Urban,Yes,258480,669296,-4.264753,55.895919,Pedestrian,A,879,Not at juncti,-1
-4.232756812,55.85935003,6453,2.02199E+12,Police Scotland,Slight,2,1,2021/02/26 00:00:00+00,Friday,2001/01/01 15:10:00+00,Glasgow ,Glasgow ,Single carriageway,30,T or staggered junction,Give way or uncontrolled,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,260349,665162,-4.232757,55.85935,Cyclist,Unclassified,0,Unclassified,0
-4.249270824,55.85753903,6454,2.02199E+12,Police Scotland,Serious,1,1,2021/03/01 00:00:00+00,Monday,2001/01/01 09:30:00+00,Glasgow ,Glasgow ,Single carriageway,20,T or staggered junction,Auto traffic signal,None within 50 metres,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",Daylight,Fine no high winds,Dry,None,None,Urban,Yes,259309,664994,-4.249271,55.857539,Pedestrian,Unclassified,0,Unclassified,0
-4.158762814,55.86236103,6455,2.02199E+12,Police Scotland,Serious,1,3,2021/02/27 00:00:00+00,Saturday,2001/01/01 17:50:00+00,Glasgow ,Glasgow ,Dual carriageway,40,Not at junction or within 20 metres,,None within 50 metres,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,264990,665350,-4.158763,55.862361,Car occupant,A,8,Not at juncti,-1
-4.267881829,55.83825203,6456,2.02199E+12,Police Scotland,Slight,2,2,2021/02/27 00:00:00+00,Saturday,2001/01/01 20:00:00+00,Glasgow ,Glasgow ,Single carriageway,30,Crossroads,Auto traffic signal,None within 50 metres,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",Darkness - lights lit,Fine no high winds,Dry,None,None,Urban,No,258074,662886,-4.267882,55.838252,Cyclist,B,763,A,77
-4.164243809,55.84397502,6457,2.02199E+12,Police Scotland,Slight,2,1,2021/03/04 00:00:00+00,Thursday,2001/01/01 12:52:00+00,Glasgow ,Glasgow ,Single carriageway,30,Not at junction or within 20 metres,,None within 50 metres,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,264583,663315,-4.164244,55.843975,Car occupant,Unclassified,0,Not at juncti,-1
-4.209395812,55.86978403,6458,2.02199E+12,Police Scotland,Slight,2,1,2021/03/05 00:00:00+00,Friday,2001/01/01 08:05:00+00,Glasgow ,Glasgow ,Single carriageway,30,T or staggered junction,Give way or uncontrolled,None within 50 metres,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,261848,666276,-4.209396,55.869784,Van / Goods vehicle (3.5 tonnes mgw or under) occupant,Unclassified,0,Unclassified,0
-4.265754808,55.89664603,6459,2.02199E+12,Police Scotland,Slight,2,1,2021/03/04 00:00:00+00,Thursday,2001/01/01 19:05:00+00,Glasgow ,Glasgow ,Single carriageway,30,T or staggered junction,Auto traffic signal,None within 50 metres,No physical crossing facilities within 50 metres,Darkness - lights lit,Fine no high winds,Dry,None,None,Urban,Yes,258420,669379,-4.265755,55.896646,Car occupant,A,879,Unclassified,0
-4.244687812,55.80354602,6460,2.02199E+12,Police Scotland,Serious,2,5,2021/03/06 00:00:00+00,Saturday,2001/01/01 21:15:00+00,Glasgow ,Glasgow ,Dual carriageway,30,T or staggered junction,Auto traffic signal,None within 50 metres,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",Darkness - lights lit,Fine no high winds,Dry,None,None,Urban,Yes,259401,658977,-4.244688,55.803546,Car occupant,Unclassified,0,B,766
-4.240249823,55.83794103,6461,2.02199E+12,Police Scotland,Slight,2,2,2021/03/08 00:00:00+00,Monday,2001/01/01 14:10:00+00,Glasgow ,Glasgow ,Dual carriageway,30,T or staggered junction,Auto traffic signal,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight,Fine no high winds,Dry,Auto traffic signal - out,None,Urban,Yes,259803,662795,-4.24025,55.837941,Car occupant,B,763,Motorway,74
-4.219810811,55.86855403,6462,2.02199E+12,Police Scotland,Serious,1,1,2021/03/08 00:00:00+00,Monday,2001/01/01 18:25:00+00,Glasgow ,Glasgow ,Single carriageway,20,Crossroads,Give way or uncontrolled,None within 50 metres,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,261192,666160,-4.219811,55.868554,Pedestrian,Unclassified,0,Unclassified,0
-4.351865817,55.81772803,6463,2.02199E+12,Police Scotland,Serious,1,1,2021/03/10 00:00:00+00,Wednesday,2001/01/01 19:21:00+00,Glasgow ,Glasgow ,Dual carriageway,30,Crossroads,Auto traffic signal,None within 50 metres,Pedestrian phase at traffic signal junction,Darkness - lights lit,Raining + high winds,Wet or damp,None,None,Urban,No,252738,660778,-4.351866,55.817728,Pedestrian,Unclassified,0,Unclassified,0
-4.299151824,55.87068202,6464,2.02199E+12,Police Scotland,Slight,2,1,2021/02/26 00:00:00+00,Friday,2001/01/01 18:50:00+00,Glasgow ,Glasgow ,Single carriageway,30,Not at junction or within 20 metres,,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight,Fine no high winds,Dry,None,None,Urban,No,256236,666559,-4.299152,55.870682,Cyclist,B,808,Not at juncti,-1
-4.348930825,55.88580202,6465,2.02199E+12,Police Scotland,Serious,2,1,2021/03/11 00:00:00+00,Thursday,2001/01/01 12:00:00+00,Glasgow ,Glasgow ,Dual carriageway,30,Crossroads,Give way or uncontrolled,None within 50 metres,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Wet or damp,None,None,Urban,No,253179,668346,-4.348931,55.885802,Motorcycle 50cc and under rider or passenger,Unclassified,0,Unclassified,0
-4.192361821,55.85285103,6466,2.02199E+12,Police Scotland,Slight,2,1,2021/03/12 00:00:00+00,Friday,2001/01/01 10:45:00+00,Glasgow ,Glasgow ,Single carriageway,30,Other junction,Give way or uncontrolled,None within 50 metres,No physical crossing facilities within 50 metres,Daylight,Raining no high winds,Wet or damp,None,None,Urban,No,262854,664358,-4.192362,55.852851,Car occupant,Unclassified,0,Unclassified,0
-4.331041848,55.87282303,6467,2.02199E+12,Police Scotland,Serious,4,1,2021/03/13 00:00:00+00,Saturday,2001/01/01 08:55:00+00,Glasgow ,Glasgow ,Single carriageway,30,Not at junction or within 20 metres,,None within 50 metres,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Wet or damp,None,None,Urban,Yes,254249,666864,-4.331042,55.872823,Motorcycle over 500cc rider or passenger,B,1,Not at juncti,-1
-4.30642984,55.85513203,6468,2.02199E+12,Police Scotland,Slight,2,1,2021/03/13 00:00:00+00,Saturday,2001/01/01 18:15:00+00,Glasgow ,Glasgow ,Single carriageway,30,Other junction,Give way or uncontrolled,None within 50 metres,No physical crossing facilities within 50 metres,Darkness - lights unlit,Fine no high winds,Wet or damp,None,None,Urban,No,255723,664844,-4.30643,55.855132,Car occupant,Unclassified,0,Unclassified,0
-4.232324811,55.87522003,6469,2.02199E+12,Police Scotland,Slight,2,5,2021/03/14 00:00:00+00,Sunday,2001/01/01 10:40:00+00,Glasgow ,Glasgow ,Dual carriageway,40,Slip road,Auto traffic signal,Control by other authorised person,Pedestrian phase at traffic signal junction,Daylight,Fine no high winds,Wet or damp,None,None,Urban,No,260433,666927,-4.232325,55.87522,Car occupant,A,803,Unclassified,0
-4.31283582,55.87124303,6470,2.02199E+12,Police Scotland,Slight,2,1,2021/03/15 00:00:00+00,Monday,2001/01/01 08:25:00+00,Glasgow ,Glasgow ,Single carriageway,30,T or staggered junction,Give way or uncontrolled,None within 50 metres,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,255382,666650,-4.312836,55.871243,Cyclist,Unclassified,0,Unclassified,0
-4.332717776,55.85252405,6471,2.02199E+12,Police Scotland,Serious,2,1,2021/03/16 00:00:00+00,Tuesday,2001/01/01 07:10:00+00,Glasgow ,Glasgow ,Dual carriageway,70,Not at junction or within 20 metres,,None within 50 metres,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Wet or damp,None,None,Urban,Yes,254068,664609,-4.332718,55.852524,Car occupant,Motorway,8,Not at juncti,-1
-4.365049821,55.88947503,6472,2.02199E+12,Police Scotland,Slight,2,1,2021/03/16 00:00:00+00,Tuesday,2001/01/01 16:00:00+00,Glasgow ,Glasgow ,Single carriageway,30,Crossroads,Give way or uncontrolled,None within 50 metres,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,252185,668789,-4.36505,55.889475,Cyclist,Unclassified,0,Unclassified,0
-4.269473814,55.86940903,6473,2.02199E+12,Police Scotland,Slight,3,1,2021/03/15 00:00:00+00,Monday,2001/01/01 20:15:00+00,Glasgow ,Glasgow ,Single carriageway,30,Not at junction or within 20 metres,,None within 50 metres,No physical crossing facilities within 50 metres,Darkness - lights lit,Fine no high winds,Dry,None,None,Urban,Yes,258088,666356,-4.269474,55.869409,Car occupant,A,804,Not at juncti,-1
-4.352089819,55.81456003,6474,2.02199E+12,Police Scotland,Serious,1,1,2021/03/16 00:00:00+00,Tuesday,2001/01/01 19:32:00+00,Glasgow ,Glasgow ,Single carriageway,30,T or staggered junction,Give way or uncontrolled,None within 50 metres,No physical crossing facilities within 50 metres,Darkness - lights unlit,Fine no high winds,Dry,None,Any animal in carriageway (except ridden,Urban,Yes,252712,660426,-4.35209,55.81456,Car occupant,Unclassified,0,Unclassified,0
-4.230667814,55.88868603,6475,2.02199E+12,Police Scotland,Slight,1,1,2021/03/15 00:00:00+00,Monday,2001/01/01 15:00:00+00,Glasgow ,Glasgow ,Dual carriageway,30,Crossroads,Give way or uncontrolled,None within 50 metres,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,260585,668422,-4.230668,55.888686,Pedestrian,Unclassified,0,Unclassified,0
-4.321426829,55.89411603,6476,2.02199E+12,Police Scotland,Slight,2,1,2021/03/14 00:00:00+00,Sunday,2001/01/01 20:27:00+00,Glasgow ,Glasgow ,Single carriageway,30,T or staggered junction,Give way or uncontrolled,None within 50 metres,No physical crossing facilities within 50 metres,Darkness - lights lit,Fine no high winds,Dry,None,None,Urban,Yes,254930,669213,-4.321427,55.894116,Cyclist,Unclassified,0,Unclassified,0
-4.245306822,55.85695503,6477,2.02199E+12,Police Scotland,Slight,2,1,2021/03/17 00:00:00+00,Wednesday,2001/01/01 12:14:00+00,Glasgow ,Glasgow ,Single carriageway,30,Crossroads,Auto traffic signal,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,259555,664921,-4.245307,55.856955,Motorcycle 125cc and under rider or passenger,A,1,A,2
-4.169781813,55.84303303,6478,2.02199E+12,Police Scotland,Serious,2,1,2021/03/16 00:00:00+00,Tuesday,2001/01/01 19:00:00+00,Glasgow ,Glasgow ,Single carriageway,30,Other junction,Give way or uncontrolled,Control by other authorised person,No physical crossing facilities within 50 metres,Darkness - lights lit,Fine no high winds,Dry,None,None,Urban,No,264233,663221,-4.169782,55.843033,Cyclist,Unclassified,0,Unclassified,0
-4.287385787,55.89239902,6479,2.02199E+12,Police Scotland,Serious,2,1,2021/03/19 00:00:00+00,Friday,2001/01/01 12:25:00+00,Glasgow ,Glasgow ,Dual carriageway,30,Not at junction or within 20 metres,,None within 50 metres,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,257052,668951,-4.287386,55.892399,Car occupant,Unclassified,0,Not at juncti,-1
-4.213223814,55.80923102,6480,2.02199E+12,Police Scotland,Serious,1,1,2021/03/20 00:00:00+00,Saturday,2001/01/01 11:45:00+00,Glasgow ,Glasgow ,Single carriageway,30,T or staggered junction,Give way or uncontrolled,None within 50 metres,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,No,261393,659546,-4.213224,55.809231,Pedestrian,Unclassified,0,Unclassified,0
-4.227129818,55.88721403,6481,2.02199E+12,Police Scotland,Serious,1,2,2021/03/20 00:00:00+00,Saturday,2001/01/01 16:05:00+00,Glasgow ,Glasgow ,Single carriageway,30,Not at junction or within 20 metres,,None within 50 metres,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,260801,668251,-4.22713,55.887214,Pedestrian,Unclassified,0,Not at juncti,-1
-4.372255814,55.89486403,6482,2.02199E+12,Police Scotland,Serious,1,2,2021/03/21 00:00:00+00,Sunday,2001/01/01 22:23:00+00,Glasgow ,Glasgow ,Dual carriageway,30,Not at junction or within 20 metres,,None within 50 metres,No physical crossing facilities within 50 metres,Darkness - lights lit,Fine no high winds,Dry,None,None,Urban,Yes,251755,669404,-4.372256,55.894864,Car occupant,Unclassified,0,Not at juncti,-1
-4.249664822,55.85992303,6483,2.02199E+12,Police Scotland,Slight,2,2,2021/03/23 00:00:00+00,Tuesday,2001/01/01 07:45:00+00,Glasgow ,Glasgow ,Single carriageway,20,Crossroads,Auto traffic signal,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,259293,665260,-4.249665,55.859923,Bus or coach occupant (17 or more pass seats),Unclassified,0,Unclassified,0
-4.312638777,55.82220205,6484,2.02199E+12,Police Scotland,Slight,2,1,2021/03/19 00:00:00+00,Friday,2001/01/01 07:05:00+00,Glasgow ,Glasgow ,Dual carriageway,30,Not at junction or within 20 metres,,None within 50 metres,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,No,255212,661193,-4.312639,55.822202,Cyclist,B,762,Not at juncti,-1
-4.317387824,55.84862603,6485,2.02199E+12,Police Scotland,Serious,2,1,2021/03/24 00:00:00+00,Wednesday,2001/01/01 13:05:00+00,Glasgow ,Glasgow ,Dual carriageway,30,Other junction,Give way or uncontrolled,None within 50 metres,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,255013,664143,-4.317388,55.848626,Motorcycle over 500cc rider or passenger,A,761,Unclassified,0
-4.352693852,55.86342302,6486,2.02199E+12,Police Scotland,Serious,2,1,2021/03/24 00:00:00+00,Wednesday,2001/01/01 16:01:00+00,Glasgow ,Glasgow ,Dual carriageway,30,Roundabout,Give way or uncontrolled,None within 50 metres,No physical crossing facilities within 50 metres,Daylight,Fine + high winds,Dry,None,None,Urban,Yes,252859,665864,-4.352694,55.863423,Cyclist,A,8,A,8
-4.195967821,55.84569603,6487,2.02199E+12,Police Scotland,Slight,2,3,2021/03/26 00:00:00+00,Friday,2001/01/01 17:22:00+00,Glasgow ,Glasgow ,Single carriageway,30,Crossroads,Auto traffic signal,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,262603,663569,-4.195968,55.845696,Car occupant,Unclassified,0,A,74
-4.191070824,55.84922503,6488,2.02199E+12,Police Scotland,Slight,2,1,2021/03/14 00:00:00+00,Sunday,2001/01/01 16:00:00+00,Glasgow ,Glasgow ,Single carriageway,30,T or staggered junction,Give way or uncontrolled,None within 50 metres,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,No,262922,663952,-4.191071,55.849225,Cyclist,Unclassified,0,Unclassified,0
-4.280129819,55.86495204,6489,2.02199E+12,Police Scotland,Slight,2,1,2021/03/26 00:00:00+00,Friday,2001/01/01 09:30:00+00,Glasgow ,Glasgow ,Single carriageway,30,More than 4 arms (not roundabout),Give way or uncontrolled,Control by school crossing patrol,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",Daylight,Fine no high winds,Dry,None,None,Urban,No,257405,665882,-4.28013,55.864952,Cyclist,Unclassified,0,Unclassified,0
-4.350055812,55.91101802,6490,2.02199E+12,Police Scotland,Slight,2,3,2021/03/29 00:00:00+00,Monday,2001/01/01 18:05:00+00,Glasgow ,Glasgow ,Single carriageway,30,Other junction,Give way or uncontrolled,None within 50 metres,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,253204,671154,-4.350056,55.911018,Car occupant,Unclassified,0,Unclassified,0
-4.347660829,55.84198502,6491,2.02199E+12,Police Scotland,Serious,2,1,2021/03/28 00:00:00+00,Sunday,2001/01/01 15:00:00+00,Glasgow ,Glasgow ,Single carriageway,30,Crossroads,Give way or uncontrolled,None within 50 metres,No physical crossing facilities within 50 metres,Daylight,Raining + high winds,Wet or damp,None,None,Urban,No,253093,663468,-4.347661,55.841985,Motorcycle 125cc and under rider or passenger,Unclassified,0,Unclassified,0
-4.230919811,55.85907803,6492,2.02199E+12,Police Scotland,Slight,2,1,2021/03/27 00:00:00+00,Saturday,2001/01/01 18:55:00+00,Glasgow ,Glasgow ,Single carriageway,30,Slip road,Give way or uncontrolled,None within 50 metres,No physical crossing facilities within 50 metres,Daylight,Raining no high winds,Dry,None,None,Urban,No,260463,665128,-4.23092,55.859078,Car occupant,B,763,B,763
