X,Y,OBJECTID,ACCIDENT_INDEX,POLICE_FORCE,ACCIDENT_SEVERITY,NUMBER_OF_VEHICLES,NUMBER_OF_CASUALTIES,DATE_,DAY_OF_WEEK,TIME,LOCAL_AUTHORITY__DISTRICT_,LOCAL_AUTHORITY__HIGHWAY_,ROAD_TYPE,SPEED_LIMIT,JUNCTION_DETAIL,JUNCTION_CONTROL,PEDESTRIAN_CROSSING_HUMAN_CONT,PEDESTRIAN_CROSSING_PHYSICAL_F,LIGHT_CONDITIONS,WEATHER_CONDITIONS,ROAD_SURFACE_CONDITIONS,SPECIAL_CONDITIONS_AT_SITE,CARRIAGEWAY_HAZARDS,URBAN_OR_RURAL_AREA,DID_POLICE_OFFICER_ATTEND_SCEN,LOCATION_EASTING_OSGR,LOCATION_NORTHING_OSGR,LONGITUDE,LATITUDE,CASUALITY_TYPE,FIRST_ROAD_CLASS,FIRST_ROAD_NUMBER,SECOND_ROAD_CLASS,SECOND_ROAD_NUMBER
-4.327667816,55.81071603,3308,201697GB21705,Police Scotland,Slight,2,2,2016/05/15 00:00:00+00,Sunday,1900/01/01 20:05:00+00,Glasgow,Glasgow,Single carriageway,30,Not at junction or within 20 metres,Data missing or out of range,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,254231,659941,-4.327668,55.810716,Car occupant,Unclassified,0,,0
-4.369953813,55.81869003,3309,201697GB21707,Police Scotland,Slight,2,1,2016/07/24 00:00:00+00,Sunday,1900/01/01 18:30:00+00,Glasgow,Glasgow,Dual carriageway,30,T or staggered junction,Auto traffic signal,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Rural,No,251612,660918,-4.369954,55.81869,Taxi/Private hire car occupant,A,726,A,736
-4.302844813,55.82118702,3310,201697GB21709,Police Scotland,Slight,2,1,2016/09/08 00:00:00+00,Thursday,1900/01/01 16:00:00+00,Glasgow,Glasgow,Roundabout,30,Roundabout,Give way or uncontrolled,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Unknown,Dry,None,None,Urban,No,255825,661054,-4.302845,55.821187,Taxi/Private hire car occupant,B,762,B,769
-4.296603818,55.82608502,3311,201697GB21810,Police Scotland,Slight,2,1,2016/10/18 00:00:00+00,Tuesday,1900/01/01 17:00:00+00,Glasgow,Glasgow,Single carriageway,30,T or staggered junction,Give way or uncontrolled,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Wet or damp,None,None,Urban,Yes,256234,661586,-4.296604,55.826085,Car occupant,Unclassified,0,Unclassified,0
-4.346883816,55.82448903,3312,201697GB21903,Police Scotland,Slight,1,1,2016/03/15 00:00:00+00,Tuesday,1900/01/01 19:15:00+00,Glasgow,Glasgow,Dual carriageway,40,Not at junction or within 20 metres,Data missing or out of range,None within 50 metres ,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",Darkness - lights unlit,Fine no high winds,Dry,None,None,Urban,Yes,253079,661514,-4.346884,55.824489,Pedestrian,B,762,,0
-4.362518815,55.82218503,3313,201697GB21905,Police Scotland,Slight,2,1,2016/05/08 00:00:00+00,Sunday,1900/01/01 07:20:00+00,Glasgow,Glasgow,Dual carriageway,40,T or staggered junction,Auto traffic signal,None within 50 metres ,Pedestrian phase at traffic signal junction,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,252091,661291,-4.362519,55.822185,Taxi/Private hire car occupant,B,762,A,736
-4.36620685,55.83717803,3314,201697GB21906,Police Scotland,Slight,2,1,2016/06/29 00:00:00+00,Wednesday,1900/01/01 20:55:00+00,Glasgow,Glasgow,Dual carriageway,30,T or staggered junction,Auto traffic signal,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Raining no high winds,Wet or damp,None,None,Urban,No,251917,662967,-4.366207,55.837178,Car occupant,A,736,Unclassified,0
-4.349434822,55.80801903,3315,201697GB21910,Police Scotland,Slight,1,1,2016/10/19 00:00:00+00,Wednesday,1900/01/01 09:40:00+00,Glasgow,Glasgow,Dual carriageway,40,Crossroads,Auto traffic signal,None within 50 metres ,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",Daylight,Fine no high winds,Dry,None,None,Urban,Yes,252857,659687,-4.349435,55.808019,Car occupant,A,726,B,773
-4.296684819,55.82610202,3316,201697GB22002,Police Scotland,Slight,2,3,2016/02/16 00:00:00+00,Tuesday,1900/01/01 18:15:00+00,Glasgow,Glasgow,Single carriageway,30,T or staggered junction,Give way or uncontrolled,None within 50 metres ,No physical crossing facilities within 50 metres,Darkness - lights lit,Raining no high winds,Wet or damp,None,None,Urban,Yes,256229,661588,-4.296685,55.826102,Car occupant,Unclassified,0,Unclassified,0
-4.360895821,55.81463903,3317,201697GB22005,Police Scotland,Slight,2,1,2016/05/22 00:00:00+00,Sunday,1900/01/01 13:10:00+00,Glasgow,Glasgow,Dual carriageway,30,T or staggered junction,Auto traffic signal,None within 50 metres ,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",Daylight,Fine no high winds,Dry,None,None,Urban,Yes,252164,660448,-4.360896,55.814639,Car occupant,A,726,Unclassified,0
-4.332519826,55.80298502,3318,201697GB22009,Police Scotland,Slight,2,1,2016/09/15 00:00:00+00,Thursday,1900/01/01 16:45:00+00,Glasgow,Glasgow,Dual carriageway,40,Other junction,Auto traffic signal,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,No,253898,659091,-4.33252,55.802985,Car occupant,A,727,,-1
-4.345575816,55.82452303,3319,201697GB22105,Police Scotland,Slight,2,1,2016/05/23 00:00:00+00,Monday,1900/01/01 08:00:00+00,Glasgow,Glasgow,Roundabout,30,Roundabout,Give way or uncontrolled,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,No,253161,661515,-4.345576,55.824523,Cyclist,Unclassified,0,B,762
-4.278002827,55.81981602,3320,201697GB22205,Police Scotland,Slight,2,1,2016/05/23 00:00:00+00,Monday,1900/01/01 15:15:00+00,Glasgow,Glasgow,Single carriageway,30,Crossroads,Auto traffic signal,None within 50 metres ,Pedestrian phase at traffic signal junction,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,257376,660850,-4.278003,55.819816,Car occupant,Unclassified,0,Unclassified,0
-4.297209812,55.81929702,3321,201697GB22209,Police Scotland,Slight,2,1,2016/09/26 00:00:00+00,Monday,1900/01/01 06:10:00+00,Glasgow,Glasgow,Single carriageway,30,Crossroads,Auto traffic signal,None within 50 metres ,Pedestrian phase at traffic signal junction,Darkness - lights lit,Fine no high winds,Wet or damp,None,None,Urban,Yes,256171,660832,-4.29721,55.819297,Car occupant,B,762,Unclassified,0
-4.376108826,55.82092603,3322,201697GB22402,Police Scotland,Slight,1,1,2016/02/24 00:00:00+00,Wednesday,1900/01/01 16:15:00+00,Glasgow,Glasgow,Dual carriageway,40,Not at junction or within 20 metres,Data missing or out of range,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Rural,Yes,251235,661180,-4.376109,55.820926,Car occupant,A,726,,0
-4.306471824,55.83823202,3323,201697GB22408,Police Scotland,Slight,2,1,2016/08/17 00:00:00+00,Wednesday,1900/01/01 15:50:00+00,Glasgow,Glasgow,Dual carriageway,30,Other junction,Auto traffic signal,None within 50 metres ,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",Daylight,Fine no high winds,Dry,None,Previous accident,Urban,Yes,255661,662958,-4.306472,55.838232,Cyclist,B,768,Unclassified,0
-4.350370815,55.82909603,3324,201697GB22501,Police Scotland,Slight,2,2,2016/01/23 00:00:00+00,Saturday,1900/01/01 16:35:00+00,Glasgow,Glasgow,Dual carriageway,30,Other junction,Give way or uncontrolled,None within 50 metres ,No physical crossing facilities within 50 metres,Darkness - lights lit,Raining no high winds,Wet or damp,None,None,Urban,Yes,252878,662034,-4.350371,55.829096,Car occupant,Unclassified,0,Unclassified,0
-4.330274819,55.80734103,3325,201697GB22502,Police Scotland,Serious,1,1,2016/02/24 00:00:00+00,Wednesday,1900/01/01 17:20:00+00,Glasgow,Glasgow,Single carriageway,30,T or staggered junction,Give way or uncontrolled,None within 50 metres ,Zebra,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,254055,659571,-4.330275,55.807341,Pedestrian,Unclassified,0,Unclassified,0
-4.350728813,55.81729703,3326,201697GB22602,Police Scotland,Slight,2,2,2016/02/25 00:00:00+00,Thursday,1900/01/01 12:05:00+00,Glasgow,Glasgow,Single carriageway,30,T or staggered junction,Give way or uncontrolled,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,252811,660722,-4.350729,55.817297,Car occupant,Unclassified,0,Unclassified,0
-4.303118814,55.82149702,3327,201697GB22603,Police Scotland,Slight,2,1,2016/03/17 00:00:00+00,Thursday,1900/01/01 16:30:00+00,Glasgow,Glasgow,Roundabout,30,Roundabout,Give way or uncontrolled,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,255809,661089,-4.303119,55.821497,Car occupant,B,769,B,762
-4.344883833,55.80134703,3328,201697GB22701,Police Scotland,Slight,1,1,2016/01/14 00:00:00+00,Thursday,1900/01/01 07:30:00+00,Glasgow,Glasgow,Single carriageway,30,T or staggered junction,Give way or uncontrolled,None within 50 metres ,No physical crossing facilities within 50 metres,Darkness - lights lit,Raining no high winds,Wet or damp,None,None,Urban,No,253117,658935,-4.344884,55.801347,Pedestrian,Unclassified,0,Unclassified,0
-4.329078817,55.82258002,3329,201697GB22802,Police Scotland,Slight,2,1,2016/02/27 00:00:00+00,Saturday,1900/01/01 17:00:00+00,Glasgow,Glasgow,Dual carriageway,40,Crossroads,Auto traffic signal,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,254187,661264,-4.329079,55.82258,Car occupant,B,762,Unclassified,0
-4.287101823,55.82142702,3330,201697GB22804,Police Scotland,Slight,2,1,2016/04/16 00:00:00+00,Saturday,1900/01/01 21:30:00+00,Glasgow,Glasgow,Single carriageway,30,Crossroads,Auto traffic signal,None within 50 metres ,No physical crossing facilities within 50 metres,Darkness - lights lit,Fine no high winds,Wet or damp,None,None,Urban,Yes,256812,661048,-4.287102,55.821427,Taxi/Private hire car occupant,A,77,Unclassified,0
-4.363298815,55.82347303,3331,201697GB22805,Police Scotland,Slight,2,1,2016/05/31 00:00:00+00,Tuesday,1900/01/01 17:35:00+00,Glasgow,Glasgow,Single carriageway,30,T or staggered junction,Give way or uncontrolled,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,252047,661436,-4.363299,55.823473,Motorcycle 125cc and under rider or passenger,A,736,Unclassified,0
-4.360395821,55.81481103,3332,201697GB22807,Police Scotland,Serious,1,1,2016/07/06 00:00:00+00,Wednesday,1900/01/01 13:40:00+00,Glasgow,Glasgow,Dual carriageway,30,Not at junction or within 20 metres,Data missing or out of range,None within 50 metres ,Pedestrian phase at traffic signal junction,Daylight,Raining no high winds,Wet or damp,None,None,Urban,Yes,252196,660466,-4.360396,55.814811,Pedestrian,Unclassified,0,,0
-4.302797815,55.82092702,3333,201697GB22908,Police Scotland,Serious,2,1,2016/08/15 00:00:00+00,Monday,1900/01/01 19:00:00+00,Glasgow,Glasgow,Single carriageway,30,Roundabout,Give way or uncontrolled,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,No,255827,661025,-4.302798,55.820927,Cyclist,B,762,B,769
-4.352285813,55.81982903,3334,201697GB23003,Police Scotland,Slight,1,1,2016/03/19 00:00:00+00,Saturday,1900/01/01 16:15:00+00,Glasgow,Glasgow,Single carriageway,30,Not at junction or within 20 metres,Data missing or out of range,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,252723,661007,-4.352286,55.819829,Pedestrian,Unclassified,0,,0
-4.347431814,55.82245603,3335,201697GB23101,Police Scotland,Slight,1,1,2016/01/27 00:00:00+00,Wednesday,1900/01/01 13:30:00+00,Glasgow,Glasgow,Dual carriageway,30,T or staggered junction,Give way or uncontrolled,None within 50 metres ,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",Daylight,Other,Wet or damp,None,None,Urban,Yes,253037,661289,-4.347432,55.822456,Pedestrian,Unclassified,0,Unclassified,0
-4.365782833,55.83229703,3336,201697GB23108,Police Scotland,Slight,2,1,2016/08/20 00:00:00+00,Saturday,1900/01/01 11:20:00+00,Glasgow,Glasgow,Roundabout,30,Roundabout,Give way or uncontrolled,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Wet or damp,None,None,Rural,No,251925,662423,-4.365783,55.832297,Car occupant,Unclassified,0,Unclassified,0
-4.287155824,55.82127302,3337,201697GB23201,Police Scotland,Slight,2,2,2016/01/30 00:00:00+00,Saturday,1900/01/01 06:30:00+00,Glasgow,Glasgow,Single carriageway,30,Crossroads,Give way or uncontrolled,None within 50 metres ,Pedestrian phase at traffic signal junction,Darkness - lights lit,Raining no high winds,Wet or damp,None,None,Urban,Yes,256808,661031,-4.287156,55.821273,Van / Goods vehicle (3.5 tonnes mgw or under) occupant,Unclassified,0,A,77
-4.26802283,55.81620803,3338,201697GB23203,Police Scotland,Slight,4,1,2016/03/20 00:00:00+00,Sunday,1900/01/01 01:00:00+00,Glasgow,Glasgow,Single carriageway,30,Other junction,Give way or uncontrolled,None within 50 metres ,No physical crossing facilities within 50 metres,Darkness - lights lit,Fine no high winds,Dry,None,None,Urban,Yes,257988,660428,-4.268023,55.816208,Car occupant,Unclassified,0,Unclassified,0
-4.278084818,55.81411702,3339,201697GB23303,Police Scotland,Slight,1,1,2016/03/19 00:00:00+00,Saturday,1900/01/01 23:40:00+00,Glasgow,Glasgow,Single carriageway,30,Crossroads,Auto traffic signal,None within 50 metres ,Pedestrian phase at traffic signal junction,Darkness - lights lit,Fine no high winds,Dry,None,None,Urban,Yes,257350,660216,-4.278085,55.814117,Car occupant,Unclassified,0,Unclassified,0
-4.286689826,55.82311502,3340,201697GB23401,Police Scotland,Slight,2,1,2016/01/30 00:00:00+00,Saturday,1900/01/01 22:13:00+00,Glasgow,Glasgow,Single carriageway,30,T or staggered junction,Give way or uncontrolled,None within 50 metres ,No physical crossing facilities within 50 metres,Darkness - lights lit,Fine + high winds,Wet or damp,None,None,Urban,Yes,256844,661235,-4.28669,55.823115,Car occupant,A,77,Unclassified,0
-4.343388816,55.82240703,3341,201697GB23503,Police Scotland,Serious,1,1,2016/03/23 00:00:00+00,Wednesday,1900/01/01 11:55:00+00,Glasgow,Glasgow,Single carriageway,30,Not at junction or within 20 metres,Data missing or out of range,None within 50 metres ,Central refuge,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,253290,661275,-4.343389,55.822407,Car occupant,Unclassified,0,,0
-4.364331836,55.80575603,3342,201697GB23603,Police Scotland,Slight,1,1,2016/03/24 00:00:00+00,Thursday,1900/01/01 18:35:00+00,Glasgow,Glasgow,Single carriageway,20,Not at junction or within 20 metres,Data missing or out of range,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Rural,Yes,251915,659467,-4.364332,55.805756,Pedestrian,Unclassified,0,,0
-4.304239813,55.81508502,3343,201697GB23801,Police Scotland,Slight,3,2,2016/01/15 00:00:00+00,Friday,1900/01/01 13:10:00+00,Glasgow,Glasgow,Single carriageway,30,Other junction,Give way or uncontrolled,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Other,Frost or ice,None,None,Urban,Yes,255715,660378,-4.30424,55.815085,Car occupant,B,769,Unclassified,0
-4.357258821,55.83394303,3344,201697GB23903,Police Scotland,Slight,2,1,2016/03/14 00:00:00+00,Monday,1900/01/01 19:05:00+00,Glasgow,Glasgow,Dual carriageway,30,Not at junction or within 20 metres,Data missing or out of range,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,252465,662588,-4.357259,55.833943,Car occupant,Unclassified,0,,0
-4.350264819,55.81145503,3345,201697GB24308,Police Scotland,Slight,2,1,2016/08/28 00:00:00+00,Sunday,1900/01/01 18:40:00+00,Glasgow,Glasgow,Single carriageway,30,More than 4 arms (not roundabout),Give way or uncontrolled,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,252818,660071,-4.350265,55.811455,Motorcycle 125cc and under rider or passenger,Unclassified,0,Unclassified,0
-4.370090813,55.81858803,3346,201697GB70102,Police Scotland,Slight,2,2,2016/02/07 00:00:00+00,Sunday,1900/01/01 18:20:00+00,Glasgow,Glasgow,Dual carriageway,40,T or staggered junction,Auto traffic signal,None within 50 metres ,Pedestrian phase at traffic signal junction,Darkness - lights lit,Raining no high winds,Wet or damp,None,None,Rural,Yes,251603,660907,-4.370091,55.818588,Car occupant,A,726,A,736
-4.333454817,55.82554402,3347,201697GB70105,Police Scotland,Slight,2,1,2016/05/10 00:00:00+00,Tuesday,1900/01/01 07:50:00+00,Glasgow,Glasgow,Slip road,50,Not at junction or within 20 metres,Data missing or out of range,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,253924,661603,-4.333455,55.825544,Car occupant,Motorway,77,,0
-4.307410823,55.83843902,3348,201697GB70110,Police Scotland,Slight,3,1,2016/10/04 00:00:00+00,Tuesday,1900/01/01 09:45:00+00,Glasgow,Glasgow,Dual carriageway,30,Not at junction or within 20 metres,Data missing or out of range,None within 50 metres ,Pedestrian phase at traffic signal junction,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,255603,662983,-4.307411,55.838439,Car occupant,B,768,,0
-4.295539823,55.82754302,3349,201697GB70201,Police Scotland,Serious,1,1,2016/01/10 00:00:00+00,Sunday,1900/01/01 17:30:00+00,Glasgow,Glasgow,Single carriageway,30,Not at junction or within 20 metres,Data missing or out of range,None within 50 metres ,No physical crossing facilities within 50 metres,Darkness - lights lit,Raining + high winds,Wet or damp,None,None,Urban,Yes,256306,661746,-4.29554,55.827543,Pedestrian,Unclassified,0,,0
-4.278074826,55.81886202,3350,201697GB70301,Police Scotland,Serious,1,1,2016/01/14 00:00:00+00,Thursday,1900/01/01 16:00:00+00,Glasgow,Glasgow,Single carriageway,30,Crossroads,Give way or uncontrolled,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Wet or damp,None,None,Urban,Yes,257368,660744,-4.278075,55.818862,Pedestrian,Unclassified,0,Unclassified,0
-4.377691829,55.82123603,3351,201697GC01010,Police Scotland,Slight,2,1,2016/10/10 00:00:00+00,Monday,1900/01/01 20:00:00+00,Glasgow,Glasgow,Dual carriageway,60,Not at junction or within 20 metres,Data missing or out of range,None within 50 metres ,No physical crossing facilities within 50 metres,Darkness - lights lit,Fine no high winds,Dry,None,None,Rural,Yes,251137,661218,-4.377692,55.821236,Car occupant,A,726,,0
-4.255017828,55.84498302,3353,201697GD00108,Police Scotland,Slight,2,1,2016/08/03 00:00:00+00,Wednesday,1900/01/01 09:00:00+00,Glasgow,Glasgow,Dual carriageway,30,T or staggered junction,Auto traffic signal,None within 50 metres ,Pedestrian phase at traffic signal junction,Daylight,Raining no high winds,Wet or damp,None,None,Urban,Yes,258907,663603,-4.255018,55.844983,Car occupant,A,728,Unclassified,0
-4.248743815,55.83480702,3354,201697GD00111,Police Scotland,Slight,1,1,2016/11/03 00:00:00+00,Thursday,1900/01/01 15:05:00+00,Glasgow,Glasgow,Single carriageway,30,Not at junction or within 20 metres,Data missing or out of range,None within 50 metres ,Pedestrian phase at traffic signal junction,Daylight,Raining no high winds,Wet or damp,None,None,Urban,Yes,259263,662458,-4.248744,55.834807,Pedestrian,A,728,,0
-4.229803819,55.82532902,3355,201697GD00203,Police Scotland,Serious,1,1,2016/03/01 00:00:00+00,Tuesday,1900/01/01 16:10:00+00,Glasgow,Glasgow,Single carriageway,30,Not at junction or within 20 metres,Data missing or out of range,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Raining no high winds,Wet or damp,None,None,Urban,Yes,260415,661365,-4.229804,55.825329,Pedestrian,Unclassified,0,,0
-4.278353826,55.83728202,3356,201697GD00211,Police Scotland,Slight,2,1,2016/11/03 00:00:00+00,Thursday,1900/01/01 17:30:00+00,Glasgow,Glasgow,Single carriageway,20,T or staggered junction,Give way or uncontrolled,None within 50 metres ,No physical crossing facilities within 50 metres,Darkness - lights lit,Raining no high winds,Wet or damp,None,None,Urban,No,257418,662794,-4.278354,55.837282,Cyclist,Unclassified,0,Unclassified,0
-4.275081825,55.83896003,3357,201697GD00301,Police Scotland,Serious,1,1,2016/01/05 00:00:00+00,Tuesday,1900/01/01 12:23:00+00,Glasgow,Glasgow,Single carriageway,30,Not at junction or within 20 metres,Data missing or out of range,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,257629,662974,-4.275082,55.83896,Pedestrian,Unclassified,0,,0
-4.259496827,55.82800403,3358,201697GD00303,Police Scotland,Slight,3,2,2016/03/03 00:00:00+00,Thursday,1900/01/01 09:30:00+00,Glasgow,Glasgow,Single carriageway,30,Crossroads,Auto traffic signal,None within 50 metres ,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",Daylight,Fine no high winds,Dry,None,None,Urban,No,258565,661723,-4.259497,55.828004,Car occupant,Unclassified,0,B,768
-4.248392815,55.83067002,3359,201697GD00305,Police Scotland,Serious,1,1,2016/05/03 00:00:00+00,Tuesday,1900/01/01 15:00:00+00,Glasgow,Glasgow,Single carriageway,30,Other junction,Auto traffic signal,None within 50 metres ,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",Daylight,Raining no high winds,Wet or damp,None,None,Urban,Yes,259270,661997,-4.248393,55.83067,Pedestrian,A,728,,-1
-4.23929782,55.81855902,3360,201697GD00402,Police Scotland,Slight,1,1,2016/02/02 00:00:00+00,Tuesday,1900/01/01 16:00:00+00,Glasgow,Glasgow,Single carriageway,30,Not at junction or within 20 metres,Data missing or out of range,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine + high winds,Dry,None,None,Urban,Yes,259796,660631,-4.239298,55.818559,Pedestrian,Unclassified,0,,0
-4.262242827,55.84396102,3361,201697GD00405,Police Scotland,Slight,2,1,2016/05/04 00:00:00+00,Wednesday,1900/01/01 08:40:00+00,Glasgow,Glasgow,Single carriageway,30,Other junction,Give way or uncontrolled,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,258451,663504,-4.262243,55.843961,Cyclist,A,77,Unclassified,0
-4.272109832,55.82661202,3362,201697GD00412,Police Scotland,Slight,3,1,2016/12/02 00:00:00+00,Friday,1900/01/01 18:00:00+00,Glasgow,Glasgow,Single carriageway,30,Not at junction or within 20 metres,Data missing or out of range,None within 50 metres ,No physical crossing facilities within 50 metres,Darkness - no lighting,Fine no high winds,Wet or damp,Road sign or marking defective or obscured,None,Urban,Yes,257770,661594,-4.27211,55.826612,Car occupant,Unclassified,0,,0
-4.255622827,55.81873703,3363,201697GD00503,Police Scotland,Slight,3,1,2016/03/04 00:00:00+00,Friday,1900/01/01 13:30:00+00,Glasgow,Glasgow,Single carriageway,30,Crossroads,Auto traffic signal,None within 50 metres ,Pedestrian phase at traffic signal junction,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,258774,660684,-4.255623,55.818737,Car occupant,B,762,Unclassified,0
-4.235595817,55.80466902,3364,201697GD00509,Police Scotland,Slight,1,1,2016/09/05 00:00:00+00,Monday,1900/01/01 22:05:00+00,Glasgow,Glasgow,Single carriageway,30,T or staggered junction,Give way or uncontrolled,None within 50 metres ,Pedestrian phase at traffic signal junction,Darkness - lights lit,Fine no high winds,Dry,None,None,Urban,Yes,259978,659078,-4.235596,55.804669,Car occupant,Unclassified,0,Unclassified,0
-4.26680884,55.82387903,3365,201697GD00510,Police Scotland,Slight,2,1,2016/10/03 00:00:00+00,Monday,1900/01/01 16:40:00+00,Glasgow,Glasgow,Single carriageway,30,Crossroads,Give way or uncontrolled,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,258092,661279,-4.266809,55.823879,Car occupant,Unclassified,0,Unclassified,0
-4.268142822,55.83829803,3366,201697GD00511,Police Scotland,Slight,2,1,2016/11/04 00:00:00+00,Friday,1900/01/01 14:30:00+00,Glasgow,Glasgow,Single carriageway,30,Crossroads,Auto traffic signal,None within 50 metres ,Pedestrian phase at traffic signal junction,Daylight,Fine no high winds,Wet or damp,None,None,Urban,Yes,258061,662886,-4.268143,55.838298,Cyclist,A,77,B,763
-4.242603822,55.84577602,3367,201697GD00610,Police Scotland,Slight,2,1,2016/10/04 00:00:00+00,Tuesday,1900/01/01 13:30:00+00,Glasgow,Glasgow,Single carriageway,20,Not at junction or within 20 metres,Data missing or out of range,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,No,259687,663666,-4.242604,55.845776,Car occupant,Unclassified,0,,0
-4.277291831,55.82267902,3368,201697GD00707,Police Scotland,Serious,2,1,2016/07/05 00:00:00+00,Tuesday,1900/01/01 17:00:00+00,Glasgow,Glasgow,Single carriageway,30,Slip road,Give way or uncontrolled,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,257431,661167,-4.277292,55.822679,Cyclist,Unclassified,0,Unclassified,0
-4.260970833,55.82287203,3369,201697GD00711,Police Scotland,Slight,2,1,2016/11/06 00:00:00+00,Sunday,1900/01/01 12:36:00+00,Glasgow,Glasgow,Single carriageway,30,Slip road,Give way or uncontrolled,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,258454,661155,-4.260971,55.822872,Cyclist,Unclassified,0,Unclassified,0
-4.268036822,55.83701403,3370,201697GD00804,Police Scotland,Slight,2,1,2016/04/06 00:00:00+00,Wednesday,1900/01/01 09:00:00+00,Glasgow,Glasgow,One way street,30,Crossroads,Give way or uncontrolled,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Wet or damp,None,None,Urban,Yes,258063,662743,-4.268037,55.837014,Car occupant,Unclassified,0,Unclassified,0
-4.257150828,55.82527903,3371,201697GD00810,Police Scotland,Slight,1,1,2016/10/04 00:00:00+00,Tuesday,1900/01/01 15:20:00+00,Glasgow,Glasgow,Single carriageway,30,T or staggered junction,Give way or uncontrolled,None within 50 metres ,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",Daylight,Fine no high winds,Dry,None,None,Urban,Yes,258702,661415,-4.257151,55.825279,Bus or coach occupant (17 or more pass seats),Unclassified,0,Unclassified,0
-4.231966822,55.83828502,3372,201697GD00812,Police Scotland,Slight,1,1,2016/12/05 00:00:00+00,Monday,1900/01/01 17:05:00+00,Glasgow,Glasgow,Dual carriageway,30,T or staggered junction,Auto traffic signal,None within 50 metres ,Pedestrian phase at traffic signal junction,Darkness - lights lit,Fine no high winds,Wet or damp,None,None,Urban,Yes,260326,662811,-4.231967,55.838285,Pedestrian,A,730,A,763
-4.239264814,55.81020103,3373,201697GD00903,Police Scotland,Slight,1,1,2016/03/05 00:00:00+00,Saturday,1900/01/01 09:50:00+00,Glasgow,Glasgow,Single carriageway,30,T or staggered junction,Give way or uncontrolled,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,259768,659701,-4.239265,55.810201,Pedestrian,Unclassified,0,Unclassified,0
